Timestamp	Oletko palkansaaja vai laskuttaja?	Ikä	Sukupuoli	Työkokemus	Montako vuotta olet tehnyt laskuttavaa työtä alalla?	Mitä palveluja tarjoat?	Tuntilaskutus (ALV 0%, euroina)	Vuosilaskutus (ALV 0%, euroina)	Hankitko asiakkaasi itse suoraan vai käytätkö välitysfirmojen palveluita?	Mistä asiakkaat ovat?	Työpaikka	Missä kaupungissa työpaikkasi pääasiallinen toimisto sijaitsee?	Millaisessa yrityksessä työskentelet	Työaika (jos työsuhteessa)	Rooli	Etänä vai lähityössä?	Kuukausipalkka (brutto, euroina)	Vuositulot (sis. bonukset, osingot yms, euroina)	Vapaa kuvaus kokonaiskompensaatiomallista	Onko palkkasi nykyroolissasi mielestäsi kilpailukykyinen?	Vapaa sana	Ideoita ensi vuoden kyselyyn
27/09/2022 13:37:32	Palkansaaja	26-30 v	M	1								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	full-stack	Pääosin tai kokonaan etätyö	4400	55000	Optiot	Kyllä		
27/09/2022 13:39:55	Laskuttaja	36-40 v	Mies	15	3	Frontend	85	140000	Itse, Käytän välitysfirmoja	Suomesta												
27/09/2022 13:42:01	Palkansaaja	31-35 v	mies	5								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%		Jotain siltä väliltä	4100	55000		Kyllä		
27/09/2022 13:46:39	Palkansaaja	41-45 v	Mies	20								Tampere	Konsulttitalossa	100%	Arkkitehti	Pääosin tai kokonaan etätyö	6800	105400		Kyllä		
27/09/2022 13:58:19	Palkansaaja	26-30 v	miesoletettu	4								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	full-stack	Pääosin tai kokonaan etätyö	4000	50000		Ei		
27/09/2022 14:10:28	Palkansaaja	31-35 v	Mies-oletettu	12							Compile	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	arkkitehti	Pääosin tai kokonaan etätyö	10000	130000	Provisio + asiakastyytyväisyys-bonus + liidi- ja rekry-bonukset	Kyllä		
27/09/2022 14:53:20	Palkansaaja	41-45 v	Mies	15							Robu	Lappeenranta	Konsulttitalossa	100%	Sovellusarkkitehti	Pääosin tai kokonaan etätyö	6300	78750		Kyllä		
27/09/2022 15:03:54	Palkansaaja	41-45 v	Nainen	16								PK-Seutu (Helsinki, Espoo, Vantaa)	Julkinen tai kolmas sektori	100%	Full-stack	Jotain siltä väliltä	4450	56000		Ei		
27/09/2022 15:10:15	Palkansaaja	36-40 v	Mies	12								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	80%	full-stack/arkkitehti	Pääosin tai kokonaan etätyö	4200	100000	Osakkeita & Osinkoja	Kyllä		
27/09/2022 15:10:18	Palkansaaja	26-30 v	nainen 	4								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	80%	frontend/full-stack	Pääosin tai kokonaan etätyö	3600	45000		Kyllä		
27/09/2022 15:14:29	Palkansaaja	31-35 v		6								PK-Seutu (Helsinki, Espoo, Vantaa)	Julkinen tai kolmas sektori	100%	Ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	5500	69000		Kyllä		
27/09/2022 15:15:43	Palkansaaja	31-35 v	mies	14							Liikennevirta Oy	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	lead cloud engineer	Pääosin tai kokonaan etätyö	7000	91700		Kyllä		
27/09/2022 15:34:50	Palkansaaja	36-40 v	Mies	10								Tampere	Konsulttitalossa	100%	Ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	4000	50000		Ei		
27/09/2022 16:02:38	Palkansaaja	46-50 v	Mies	9								Tampere	Konsulttitalossa	100%	software developer	Pääosin tai kokonaan etätyö	3860	50000		Ei		
27/09/2022 16:10:27	Palkansaaja			4								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Data engineer	Jotain siltä väliltä	6500	81250	Kk-palkka on laskutusperusteinen, jossa mahdollinen pidempi penkkiaika tiputtaa tuloja reippaasti.	Kyllä		
27/09/2022 16:39:20	Palkansaaja	36-40 v	Mies	11								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Senior full-stack developer/arkkitehti	Pääosin tai kokonaan etätyö	7000	94500		Kyllä		
27/09/2022 17:28:18	Palkansaaja	26-30 v	Nainen	2								Järvenpää	Tuotetalossa, jonka core-bisnes on softa	80%	Fullstack	Pääosin tai kokonaan etätyö	2000	25000		Ei	Vähän olis kiinnostanut myös koulutustausta. Esim mulla on korkeakoulututkinto eri alalta ja se on varmasti vaikuttanu osaltaan siihen, paljon saan /kehtaan pyytää palkkaa. 	
27/09/2022 17:46:58	Palkansaaja	31-35 v	Mies	8								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Backend	Pääosin tai kokonaan etätyö	5300	66250	Vuosibonusmalli tulossa, osakeannissa mahdollisuus osakkuuteen	Kyllä		
27/09/2022 18:13:50	Palkansaaja	31-35 v	Nainen	7								Oulu	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Solution manager	Pääosin tai kokonaan etätyö	3800	48700		Ei		
27/09/2022 18:24:32	Palkansaaja	31-35 v	Mies	8								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Full-stack developer	Pääosin tai kokonaan etätyö	5300	66250		Ei		
27/09/2022 18:39:21	Palkansaaja	26-30 v	Nainen	6								Tampere	Tuotetalossa, jonka core-bisnes on softa	100%	Data scientist	Jotain siltä väliltä	5020	70000	Bonukset	Kyllä		
27/09/2022 19:39:05	Palkansaaja	31-35 v	Nainen	5								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Full-stack	Jotain siltä väliltä	5100			Kyllä		
27/09/2022 19:55:58	Laskuttaja	31-35 v	Mies	8	2	full stack	80	150000	Itse	Ulkomailta												
27/09/2022 20:51:21	Palkansaaja	21-25 v	Mies	3							MongoDB	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Core Server, Query Optimization 	Pääosin tai kokonaan etätyö	6875	105000	82.5k base 12.5k rsu 14k allekirjoitusbonus 4k muuttobonus	Kyllä		
27/09/2022 21:02:40	Palkansaaja	26-30 v	Mies	7								PK-Seutu (Helsinki, Espoo, Vantaa)	Julkinen tai kolmas sektori	100%	Ops	Pääosin tai kokonaan etätyö	5500	70000		Kyllä		Voisine kysyä että onko työpaikalla etuja jotka ovat ns. rahan arvoisia. Joko jotain tuettua harrastetoimintaa, pidempiä lomia, toimiston pallomeri...
27/09/2022 21:16:16	Palkansaaja	31-35 v	mies	6								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	full-stack ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	5150	67000		Kyllä		
27/09/2022 21:21:16	Palkansaaja	31-35 v	mies	9							Google	Zürich	Tuotetalossa, jonka core-bisnes on softa	100%	Site Reliability Engineer	Jotain siltä väliltä	13000	290000	Peruspalkka, vuosibonus, RSU:t, pienenpiä bonuksia	Kyllä		
27/09/2022 21:32:56	Palkansaaja	41-45 v	Mies	15								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%		Pääosin tai kokonaan etätyö	6400	80000		Kyllä		
27/09/2022 21:33:36	Palkansaaja	26-30 v	Mies	6								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Ohjelmistokehittäjä (backend)	Jotain siltä väliltä	5700	72000		Kyllä		
27/09/2022 21:42:03	Palkansaaja	21-25 v	Mies	2								Länsi-Eurooppa	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Software Engineer	Pääosin tai kokonaan toimistolla	10000	220000	Vuosittainen firman ja yksilön performanssiin perustuva bonus muodostaa isohkon osan kokonaiskompensaatiosta	Kyllä		
27/09/2022 22:34:06	Palkansaaja	36-40 v	Nainen	1								Turku	Konsulttitalossa	100%	Ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	3470	44500		Kyllä		
27/09/2022 22:55:38	Palkansaaja	36-40 v		12								Tampere	Konsulttitalossa	100%	Lead dev	Pääosin tai kokonaan toimistolla	5000	70000		Ei		
27/09/2022 23:27:33	Palkansaaja	31-35 v		4								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	4026	52000		Ei		
27/09/2022 23:49:41	Palkansaaja	26-30 v	Mies	2							Exove Oy	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Ohjelmistokehittäjä	Jotain siltä väliltä	3000	37500		Ei		
28/09/2022 06:17:56	Palkansaaja	41-45 v	Mies	16								Tampere	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	DevOps Specialist	Jotain siltä väliltä	5500	66000		Kyllä		
28/09/2022 06:23:15	Palkansaaja	36-40 v	Mies	22								Tampere	Tuotetalossa, jonka core-bisnes on softa	100%	Full stack web developer	Pääosin tai kokonaan etätyö	4200	100000	palkka, osingot, palkkiorahasto, eläkkeellä lisäksi eläkevakuutus	Kyllä		
28/09/2022 06:36:55	Laskuttaja	36-40 v	mies	16	11	Konsultointia	150	30000	Itse	Ulkomailta												
28/09/2022 07:15:50	Palkansaaja	31-35 v		9								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Full-stack	Pääosin tai kokonaan toimistolla	6020	75250		Kyllä		
28/09/2022 07:15:51	Palkansaaja	36-40 v	ei@ole.fi	20							-	Tampere	Konsulttitalossa	100%	DevOps jamppa	Pääosin tai kokonaan etätyö	4100	51250	Osakkeita yms.. on saatavilla.	Kyllä		
28/09/2022 07:15:57	Palkansaaja	36-40 v	Mies	15							Gofore	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Ohjelmistokehittäjä, tiiminvetäjä, esihenkilö	Pääosin tai kokonaan toimistolla	6000	78000		Kyllä		
28/09/2022 07:38:11	Palkansaaja	36-40 v		13								Tampere	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Lead backend dev	Pääosin tai kokonaan etätyö	6100	76250	Varmaan täällä joku bonussysteemi on kuitenkin	Kyllä		
28/09/2022 07:43:37	Palkansaaja	41-45 v	Mies	15								Turku	Konsulttitalossa	80%	Full-stack/projektipäällikkö 	Pääosin tai kokonaan etätyö	3600	47000	Palkka + Max 1,5 kk bonus (sidottu firman tulokseen)	Ei		
28/09/2022 07:45:19	Palkansaaja	36-40 v	mies	15								Turku	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Sovelluskehittäjä	Jotain siltä väliltä	6000	78000		Kyllä		
28/09/2022 07:46:54	Palkansaaja	41-45 v	Mies	16								Turku	Konsulttitalossa	100%	Senior full-stack software developer	Pääosin tai kokonaan etätyö	6900	86250		Kyllä		
28/09/2022 07:47:01	Palkansaaja	46-50 v	Mies	22							Valtio	Kuopio	Julkinen tai kolmas sektori	100%	Arkkitehti	Pääosin tai kokonaan etätyö	4900	60000		Kyllä	Valtiopuolella pitää huomioida vertailussa myös pitkät lomat - 38päivää ja vain arki lasketaan. 	
28/09/2022 08:02:18	Palkansaaja	26-30 v	Mies	4								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	3500	44000		Ei		
28/09/2022 08:11:15	Laskuttaja	31-35 v	Mies	12	2	full stack	90	170000	Käytän välitysfirmoja	Suomesta, Ulkomailta												
28/09/2022 08:21:21	Palkansaaja	46-50 v		12								Tampere	Konsulttitalossa	80%	Web Developer	Pääosin tai kokonaan etätyö	4632	60000		Kyllä		
28/09/2022 08:26:37	Laskuttaja	26-30 v	Mies	10	4	full stack, arkkitehtuuri, tekninen johtajuus	90	150000	Itse	Ulkomailta												Juhis oot paras 😍
28/09/2022 08:32:59	Palkansaaja	36-40 v	Mies	7								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Lead Engineer	Pääosin tai kokonaan etätyö	6200	91000	Peruspalkka + Vuosibonukset + Osakeoptiot. Optioita en laskenut vuosituloihin	Ei		
28/09/2022 08:34:10	Palkansaaja	36-40 v	Mies	11								Tampere	Tuotetalossa, jonka core-bisnes on softa	100%	DevOps	Pääosin tai kokonaan etätyö	5200	4000		Kyllä		
28/09/2022 08:34:14	Palkansaaja	31-35 v	Mies	10							Mapbox	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Senior Software Engineer, API development	Jotain siltä väliltä	10000	125000	Osakeoptioita	Kyllä		
28/09/2022 08:51:53	Palkansaaja	36-40 v	Mies	7							Shipit Oy Ab	Jämsä	Tuotetalossa, jonka core-bisnes on softa	100%	Full-stack developer	Pääosin tai kokonaan etätyö	3700	46250		Kyllä		
28/09/2022 08:56:35	Palkansaaja	36-40 v	Mies	15							Cloud2 Oy	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Pilviarkkitehti	Jotain siltä väliltä	6000	90000		Kyllä	<3	
28/09/2022 09:23:00	Laskuttaja	46-50 v	mies	20	15	Full stack	88	145000	Käytän välitysfirmoja	Suomesta												
28/09/2022 09:26:30	Palkansaaja	31-35 v	Nainen	15							Futurice 	Tampere	Konsulttitalossa	100%	Palvelupäällikkö 	Jotain siltä väliltä	4600	63500	Henkilökohtainen palkanlisä + bonus firman tuloksesta 	Kyllä		
28/09/2022 09:34:16	Palkansaaja	36-40 v	Mies	15								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	full-stack dev	Pääosin tai kokonaan etätyö	5100	63750		Kyllä		
28/09/2022 09:35:48	Laskuttaja	46-50 v	mies	22	4	softakehitystä: full stack, backend, Dynamics CRM	80	95000	Käytän välitysfirmoja	Suomesta												Olisi mielenkiintoista tietää, paljonko pitää lomaa/vapaata päivinä tai viikkoina vuodessa
28/09/2022 09:36:31	Palkansaaja	41-45 v	Nainen	0								Tampere	Tuotetalossa, jonka core-bisnes on softa	100%	frontend devaaja	Jotain siltä väliltä	2700	33750		Ei		Kyselyn voisi toteuttaa myös englanniksi?
28/09/2022 10:51:57	Palkansaaja	26-30 v	Mies	4								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Ohjelmistokehittäjä	Jotain siltä väliltä	5250	65625	Bonuksia joskus	Kyllä		
28/09/2022 11:20:24	Palkansaaja	41-45 v	mies	17								Turku	Konsulttitalossa	100%	Arkkitehti	Jotain siltä väliltä	5633	77612	Vakiopalkka + kuukausittainen kiinteä bonus erikoistehtävän takia.	Kyllä		
28/09/2022 12:31:02	Palkansaaja	36-40 v	mies	14								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	lead developer	Pääosin tai kokonaan toimistolla	7600	95000	Erillinen osakeohjelma jolla ei vaikutusta palkkaan	Kyllä		
28/09/2022 12:31:55	Palkansaaja	31-35 v	Mies	9								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Data Engineer	Pääosin tai kokonaan etätyö	6000	75000	Optiota saa perus palkan päälle	Kyllä		
28/09/2022 12:36:29	Palkansaaja	36-40 v	Mies	13							Gofore	Tampere	Konsulttitalossa	100%	Projektipäällikkö	Toimistolle menoa ei velvoiteta, mutta käyn siellä silti lähes päivittäin	5000	62500		Kyllä		
28/09/2022 12:37:31	Palkansaaja	41-45 v	mies	17								Oulu	Konsulttitalossa	100%	full-stack	Pääosin tai kokonaan etätyö	5400	67500		Ei		
28/09/2022 12:56:57	Palkansaaja	31-35 v	Mies	7								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Software Engineer	Jotain siltä väliltä	7400	92000		Kyllä		
28/09/2022 13:30:02	Palkansaaja	36-40 v		14								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Lead developer	Jotain siltä väliltä	5450	77000		Kyllä		
28/09/2022 13:43:24	Palkansaaja	31-35 v	Mies	10								Jyväskylä	Tuotetalossa, jonka core-bisnes on softa	100%	DevOps Specialist	Jotain siltä väliltä	5000	60000		Kyllä		
28/09/2022 14:15:51	Laskuttaja	26-30 v	Mies	7	3	Full-stack webbidevausta ja pilviarkkitehtihommia	105	136000	Itse, Käytän välitysfirmoja	Suomesta												
28/09/2022 14:27:22	Palkansaaja	31-35 v	Mies	11								Tampere	Konsulttitalossa	100%	Ohjelmistokehittäjä	Jotain siltä väliltä	5000	67000		Kyllä		
28/09/2022 14:31:48	Palkansaaja	31-35 v	mies	8							Gofore	Tampere	Konsulttitalossa	80%	ohjelmistokehittäjä	Jotain siltä väliltä	3280	41000		Ei		
28/09/2022 14:40:17	Palkansaaja	26-30 v	mies	10								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Team lead	Pääosin tai kokonaan toimistolla	4700	61000		Kyllä		
28/09/2022 14:47:52	Palkansaaja	36-40 v	mies	7							Visma	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	software developer	Pääosin tai kokonaan etätyö	5200	65000		Kyllä		
28/09/2022 15:39:17	Palkansaaja	26-30 v	mies	5								Tampere	Konsulttitalossa	100%	full-stack	Pääosin tai kokonaan toimistolla	3700	46250		Kyllä		
28/09/2022 15:59:45	Palkansaaja	36-40 v		17									Konsulttitalossa	100%	Arkkitehti	Pääosin tai kokonaan etätyö	5900	78000		Ei		
28/09/2022 17:26:55	Palkansaaja	26-30 v	Nainen	1								Vaasa	Konsulttitalossa	100%	frontend	Pääosin tai kokonaan etätyö	3300	41250		Kyllä		
28/09/2022 19:11:58	Palkansaaja	26-30 v	Nainen	3							FAANG	München, Saksa	Tuotetalossa, jonka core-bisnes on softa	100%	Software Engineer	Pääosin tai kokonaan toimistolla	6400	100000	Peruspalkka+15%vuosibonus+osakkeita	Kyllä		
28/09/2022 19:47:05	Palkansaaja	26-30 v	Mies	6							Microsoft	Dublin, Irlanti	Tuotetalossa, jonka core-bisnes on softa	100%	Asiakasvastaava	Pääosin tai kokonaan toimistolla	7250	148000	75k pohja, 12k autoetu, = 87k "varma pohjapalkka" + jo maksetut 15k signing bonus eka vuos + 6k (nettona kai) relokaatiobonuksen käteisosuus.  Sign-on stock grant $40k/4v = $10k/v, bonukset hyvin monimutkaisella kaavalla noin 46k€ vuodessa +-5k ehkä. Todnäk saan kenkää ennen kun total com tippuu alle 120k/vuosi. Pari kertaa vuodessa kuulemma pitäisi saada lisää osakkeita jonain "refreshereinä," en näistä vielä tiedä tarkemmin.	Kyllä	Big tech pöhinää, pitkiä päiviä, kauheeta stressiä. Tulos tai ulos kulttuuri ihan eritavalla kun suomifirmoissa yleensä.	
28/09/2022 21:19:48	Palkansaaja	41-45 v	mies	18								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Kehittäjä, arkkitehti ja tiiminvetäjä	Jotain siltä väliltä	6700					
28/09/2022 22:31:26	Palkansaaja	26-30 v	Mies	2								Turku	Tuotetalossa, jonka core-bisnes on softa	60%	DevSecOps Engineer	Pääosin tai kokonaan etätyö	1760	36000		Kyllä		
29/09/2022 06:31:21	Palkansaaja	41-45 v	nainen	1								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	junior frontend developer	Pääosin tai kokonaan etätyö	3000	37500		Kyllä		
29/09/2022 07:21:56	Palkansaaja	26-30 v	Nainen	5								Turku	Konsulttitalossa	100%	Ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	3500	45000		Ei		
29/09/2022 08:36:24	Palkansaaja	26-30 v	Mies	1							If vakuutus	PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Solution developer	Jotain siltä väliltä	4040	53750		Kyllä		
29/09/2022 08:46:47	Laskuttaja	31-35 v	Male	11	1	Data analysis, web-analytics, web & application optimization & analytics	130	155000	Itse, Käytän välitysfirmoja	Suomesta												
29/09/2022 09:03:19	Palkansaaja	26-30 v	Mies	4							Schibsted	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Backend	Pääosin tai kokonaan etätyö	4800	60000		Kyllä		
29/09/2022 09:04:36	Palkansaaja	26-30 v	Nainen	5								Turku	Konsulttitalossa	100%	Ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	3100	38750		Ei		
29/09/2022 09:18:25	Laskuttaja	31-35 v	Mies	12	1	full stack	120	190000	Käytän välitysfirmoja	Suomesta												
29/09/2022 09:31:36	Palkansaaja	26-30 v	Mies	4							Reaktor	Turku	Konsulttitalossa	100%	full-stack	Jotain siltä väliltä	4500	60000		Kyllä		
29/09/2022 10:30:22	Palkansaaja	26-30 v	Mies	4								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Full-stack kehittäjä	Pääosin tai kokonaan etätyö	3500	43750		Kyllä		
29/09/2022 10:38:55	Palkansaaja	31-35 v	Mies	8								Mikkeli	Tuotetalossa, jonka core-bisnes on softa	100%	Ohjelmistokehittäjä (full-stack)	Pääosin tai kokonaan etätyö	3500	43750		Ei		
29/09/2022 11:00:32	Palkansaaja	36-40 v	Mies	11							Wunderdog	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Full-stack ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	5700	71250		Kyllä		
29/09/2022 11:07:08	Laskuttaja	31-35 v	Mies	12	0	Softadevausta / full stack	88	0	Käytän välitysfirmoja	Suomesta												
29/09/2022 11:49:39	Laskuttaja	31-35 v	Mies	8	1	Full stack .NET dev	80	120000	Käytän välitysfirmoja	Suomesta												
29/09/2022 12:41:10	Palkansaaja	26-30 v	Mies	4								Turku	Tuotetalossa, jonka core-bisnes on softa	100%	backend kehittäjä	Pääosin tai kokonaan toimistolla	4500	54000	ei lomarahoja	Kyllä		
29/09/2022 12:46:41	Palkansaaja	21-25 v	Mies	5								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Full-stack	Pääosin tai kokonaan etätyö	4300	53750	Optio-ohjelma	Kyllä		
29/09/2022 12:47:41	Palkansaaja	31-35 v	Mies	10							Digia	Tampere	Konsulttitalossa	100%	Senior full-stack developer	Jotain siltä väliltä	4700	58750		Ei		
29/09/2022 12:57:33	Palkansaaja	31-35 v		8								PK-Seutu (Helsinki, Espoo, Vantaa)	Julkinen tai kolmas sektori	100%	ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	5370	67600		Kyllä		
29/09/2022 13:00:59	Palkansaaja	41-45 v	Mies	21								Tampere	Konsulttitalossa	100%	Pilviarkkitehti	Pääosin tai kokonaan etätyö	8200	102500		Kyllä		
29/09/2022 13:16:37	Palkansaaja	36-40 v		13								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	ohjelmistokehittäjä (full-stack)	Pääosin tai kokonaan etätyö	7950	99375		Kyllä		
29/09/2022 14:00:55	Palkansaaja	41-45 v	mies	7								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	manager	Jotain siltä väliltä	4300	53750		Ei		
29/09/2022 14:03:01	Palkansaaja	26-30 v	Mies	9								PK-Seutu (Helsinki, Espoo, Vantaa)	Infrastruktuuri-/kapasiteettipalvelut	100%	Developer Support Engineer	Full remote, vapaus käyttää toimistoa jos haluaa	6255	82125		Kyllä		
29/09/2022 14:09:11	Palkansaaja	36-40 v	Mies	18								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Backend-ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	12500	150000		Kyllä		
29/09/2022 14:18:15	Laskuttaja	26-30 v	mies	10	2	full stack, devops, arkkitehtuuri	120	200000	Itse	Suomesta, Ulkomailta												
29/09/2022 14:43:21	Palkansaaja	31-35 v										PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Data Scientist	Pääosin tai kokonaan toimistolla	3200	40000		Kyllä		
29/09/2022 15:43:50	Laskuttaja	36-40 v	m	13	1	full stack	90	140000	Itse	Suomesta												voisi lisätä ohjelmointikielet - saisi samalla kerättyä tietoa mihin suuntaan markkina on menossa.
29/09/2022 16:48:55	Palkansaaja	51-55 v	Mies!	27								Viro	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Arkkitehti	Pääosin tai kokonaan etätyö	5800	72500	Vuosibonus on kk-palkan kerrannainen (0-5) mutta ei ole vielä kokemusta lyhyen työsuhteen takia joten en osaa sanoa mitä käytännössä tulee.	Kyllä		
29/09/2022 16:59:23	Palkansaaja	31-35 v		9								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%		Pääosin tai kokonaan etätyö	6500	85500		Kyllä		
29/09/2022 18:06:46	Palkansaaja	26-30 v	Nainen	0								Joensuu	Tuotetalossa, jonka core-bisnes on softa	100%	Fullstack + testaus	Pääosin tai kokonaan etätyö	3000	36000		Kyllä		
29/09/2022 21:14:55	Palkansaaja	36-40 v	Mies	15							Vincit	Tampere	Konsulttitalossa	100%	Konsultti	Pääosin tai kokonaan etätyö	5800	80000		Kyllä		
29/09/2022 22:43:50	Palkansaaja	31-35 v	Mies	10							UpCloud Oy	PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Verkkoinsinööri	Jotain siltä väliltä	6200	77500	autoetu lisäksi	Kyllä		
29/09/2022 23:10:04	Palkansaaja	36-40 v	mies	3								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	ohjelmistokehittäjä, full stack	Jotain siltä väliltä	4100	52000		Kyllä		
30/09/2022 06:29:21	Laskuttaja	26-30 v		7	2	Full stack dev	110	170000	Käytän välitysfirmoja	Suomesta												
30/09/2022 08:40:11	Palkansaaja	36-40 v	mies	6								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	90%	Data Scientist	Jotain siltä väliltä	5050	64000		Kyllä		
30/09/2022 08:56:17	Palkansaaja	31-35 v	Mies	10							Seed stage start-up	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	ohjelmistokehittäjä (full-stack)	Pääosin tai kokonaan etätyö	6000	75000	Osakeoptio-ohjelma, 4-vuoden vesting, lopputulos ~0.1% firman osakekannasta	Ei		
30/09/2022 09:34:46	Palkansaaja	26-30 v		1								Turku	Tuotetalossa, jonka core-bisnes on softa	100%	ohjelmistokehittäjä	Pääosin tai kokonaan toimistolla	2000	25000		Kyllä		
