Timestamp,Oletko palkansaaja vai laskuttaja?,Ikä,Sukupuoli,Työkokemus,Montako vuotta olet tehnyt laskuttavaa työtä alalla?,Palvelut,"Tuntilaskutus (ALV 0%, euroina)","Vuosilaskutus (ALV 0%, euroina)",Hankitko asiakkaasi itse suoraan vai käytätkö välitysfirmojen palveluita?,Mistä asiakkaat ovat?,Työpaikka,Kaupunki,Millaisessa yrityksessä työskentelet,Työaika,Rooli,Etä- vai lähityö,Kuukausipalkka,Vuositulot,Vapaa kuvaus kokonaiskompensaatiomallista,Kilpailukykyinen,Vapaa sana,Ideoita ensi vuoden kyselyyn,Etä,Kk-tulot
2022-09-27 12:05:07.491,Palkansaaja,41-45 v,mies,22.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Ohjelmoija,Pääosin tai kokonaan toimistolla,4500.0,56250.0,Optioita,False,,,Toimisto,4687.5
2022-09-27 12:06:31.801,Palkansaaja,26-30 v,mies,1.0,,,,,,,,,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full stack (ainut työntekijä),Pääosin tai kokonaan etätyö,2200.0,26400.0,Ei muuta,False,Roolina rakentaa yksin sovellus tyhjästä (pienellä palkalla :D),,Etä,2200.0
2022-09-27 12:08:19.631,Palkansaaja,41-45 v,mies,17.0,,,,,,,AtoZ,Tampere,Konsulttitalossa,1.0,Ohjelmistotestaaja,Pääosin tai kokonaan toimistolla,4239.17,60757.96,Pohjapalkka + laskutusbonus,True,,,Toimisto,5063.163333333333
2022-09-27 12:13:55.726,Palkansaaja,36-40 v,,17.0,,,,,,,,Hajautettu,Konsulttitalossa,1.0,,Pääosin tai kokonaan etätyö,7800.0,93600.0,,False,,,Etä,7800.0
2022-09-27 12:14:40.450,Palkansaaja,41-45 v,mies,1.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Frontend-painotteinen FullStack software dev,Pääosin tai kokonaan toimistolla,3200.0,40000.0,,False,,,Toimisto,3333.3333333333335
2022-09-27 12:17:22.038,Palkansaaja,36-40 v,mies,12.0,,,,,,,,Oulu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Full-stack,Jotain siltä väliltä,5100.0,63750.0,Optiot ja bonukset käytössä mutta realisoituminen sitte toinen asia.,False,,,50/50,5312.5
2022-09-27 12:19:22.827,Palkansaaja,46-50 v,mies,20.0,,,,,,,Goforej,Tampere,Konsulttitalossa,1.0,Developer,Jotain siltä väliltä,5100.0,63750.0,,True,,,50/50,5312.5
2022-09-27 12:19:47.382,Palkansaaja,36-40 v,mies,15.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Senioridevaaja,Pääosin tai kokonaan etätyö,6300.0,76000.0,,True,,,Etä,6333.333333333333
2022-09-27 12:23:49.497,Palkansaaja,36-40 v,mies,16.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,7300.0,103750.0,,True,,,Etä,8645.833333333334
2022-09-27 12:33:53.194,Palkansaaja,26-30 v,mies,4.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,DevOps,Pääosin tai kokonaan etätyö,4150.0,52000.0,,False,,,Etä,4333.333333333333
2022-09-27 12:34:35.996,Palkansaaja,31-35 v,nainen,12.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Ohjelmistokehitys,Jotain siltä väliltä,7700.0,,,True,Palkka perustuu asiakaslaskutukseen ja vaihtelee tehtyjen tuntien mukaan ,,50/50,
2022-09-27 12:38:32.587,Palkansaaja,26-30 v,nainen,2.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,UX-suunnittelija,Pääosin tai kokonaan etätyö,3200.0,40000.0,,False,,,Etä,3333.3333333333335
2022-09-27 12:40:05.804,Palkansaaja,36-40 v,muu,20.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Yrittäjä,Pääosin tai kokonaan toimistolla,2000.0,25000.0,"Tuote alkuvaiheessa, riski iso, mutta myös osuus firmasta",False,"startuppaajaa tää kysely ei kyl mallintanut hyvin, vaikka palkansaajaa ja friikkua kyllä",,Toimisto,2083.3333333333335
2022-09-27 12:43:11.623,Palkansaaja,31-35 v,mies,5.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,FullStack Azure Developer,Pääosin tai kokonaan etätyö,4000.0,48200.0,,True,,,Etä,4016.6666666666665
2022-09-27 12:48:45.528,Palkansaaja,36-40 v,,5.0,,,,,,,,PK-Seutu,Julkinen tai kolmas sektori,1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,5280.0,66000.0,,True,,,Etä,5500.0
2022-09-27 12:49:02.924,Palkansaaja,31-35 v,mies,17.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full-stack,Jotain siltä väliltä,6900.0,90000.0,Optiot,True,,,50/50,7500.0
2022-09-27 12:49:41.236,Laskuttaja,21-25 v,mies,5.0,2.0,Full stack,,80000.0,Itse,Ulkomailta,,,,,,,,,,,,,,
2022-09-27 13:12:33.470,Laskuttaja,36-40 v,mies,14.0,3.0,Full stack,100.0,125000.0,"Itse, Käytän välitysfirmoja",Suomesta,,,,,,,,,,,,,,
2022-09-27 13:17:20.554,Palkansaaja,41-45 v,mies,13.0,,,,,,,,Joensuu,Konsulttitalossa,0.8,Backend,Pääosin tai kokonaan etätyö,5000.0,62500.0,,,,,Etä,5208.333333333333
2022-09-27 13:17:27.916,Palkansaaja,36-40 v,mies,15.0,,,,,,,Futurice,Tampere,Konsulttitalossa,1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,5700.0,73000.0,,True,,,Etä,6083.333333333333
2022-09-27 13:19:25.518,Palkansaaja,36-40 v,mies,14.0,,,,,,,,Vaasa,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Technical lead,Pääosin tai kokonaan toimistolla,4990.0,62375.0,,False,,,Toimisto,5197.916666666667
2022-09-27 13:23:09.030,Palkansaaja,31-35 v,mies,7.0,,,,,,,Vincit,Tampere,Konsulttitalossa,1.0,Ohjelmistokehittäjä (enimmäkseen Frontend),Jotain siltä väliltä,4900.0,61000.0,"Peruspalkka 4000 e/kk + osuus laskutuksesta ""bonuksena""",True,,,50/50,5083.333333333333
2022-09-27 13:37:31.913,Palkansaaja,26-30 v,mies,1.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Full-stack,Pääosin tai kokonaan etätyö,4400.0,55000.0,Optiot,True,,,Etä,4583.333333333333
2022-09-27 13:39:55.439,Laskuttaja,36-40 v,mies,15.0,3.0,Frontend,85.0,140000.0,"Itse, Käytän välitysfirmoja",Suomesta,,,,,,,,,,,,,,
2022-09-27 13:42:01.254,Palkansaaja,31-35 v,mies,5.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,,Jotain siltä väliltä,4100.0,55000.0,,True,,,50/50,4583.333333333333
2022-09-27 13:46:39.262,Palkansaaja,41-45 v,mies,20.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Arkkitehti,Pääosin tai kokonaan etätyö,6800.0,105400.0,,True,,,Etä,8783.333333333334
2022-09-27 13:58:19.063,Palkansaaja,26-30 v,mies,4.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan etätyö,4000.0,50000.0,,False,,,Etä,4166.666666666667
2022-09-27 14:10:28.004,Palkansaaja,31-35 v,mies,12.0,,,,,,,Compile,PK-Seutu,Konsulttitalossa,1.0,Arkkitehti,Pääosin tai kokonaan etätyö,10000.0,130000.0,Provisio + asiakastyytyväisyys-bonus + liidi- ja rekry-bonukset,True,,,Etä,10833.333333333334
2022-09-27 14:53:20.115,Palkansaaja,41-45 v,mies,15.0,,,,,,,Robu,Lappeenranta,Konsulttitalossa,1.0,Sovellusarkkitehti,Pääosin tai kokonaan etätyö,6300.0,78750.0,,True,,,Etä,6562.5
2022-09-27 15:03:54.475,Palkansaaja,41-45 v,nainen,16.0,,,,,,,,PK-Seutu,Julkinen tai kolmas sektori,1.0,Full-stack,Jotain siltä väliltä,4450.0,56000.0,,False,,,50/50,4666.666666666667
2022-09-27 15:10:14.833,Palkansaaja,36-40 v,mies,12.0,,,,,,,,PK-Seutu,Konsulttitalossa,0.8,Full-stack/arkkitehti,Pääosin tai kokonaan etätyö,4200.0,100000.0,Osakkeita & Osinkoja,True,,,Etä,8333.333333333334
2022-09-27 15:10:18.213,Palkansaaja,26-30 v,nainen,4.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",0.8,Frontend/full-stack,Pääosin tai kokonaan etätyö,3600.0,45000.0,,True,,,Etä,3750.0
2022-09-27 15:14:29.341,Palkansaaja,31-35 v,,6.0,,,,,,,,PK-Seutu,Julkinen tai kolmas sektori,1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,5500.0,69000.0,,True,,,Etä,5750.0
2022-09-27 15:15:42.542,Palkansaaja,31-35 v,mies,14.0,,,,,,,Liikennevirta,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Lead cloud engineer,Pääosin tai kokonaan etätyö,7000.0,91700.0,,True,,,Etä,7641.666666666667
2022-09-27 15:34:50.138,Palkansaaja,36-40 v,mies,10.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,4000.0,50000.0,,False,,,Etä,4166.666666666667
2022-09-27 16:02:38.476,Palkansaaja,46-50 v,mies,9.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Software developer,Pääosin tai kokonaan etätyö,3860.0,50000.0,,False,,,Etä,4166.666666666667
2022-09-27 16:10:27.412,Palkansaaja,,,4.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Data engineer,Jotain siltä väliltä,6500.0,81250.0,"Kk-palkka on laskutusperusteinen, jossa mahdollinen pidempi penkkiaika tiputtaa tuloja reippaasti.",True,,,50/50,6770.833333333333
2022-09-27 16:39:20.123,Palkansaaja,36-40 v,mies,11.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Senior full-stack developer/arkkitehti,Pääosin tai kokonaan etätyö,7000.0,94500.0,,True,,,Etä,7875.0
2022-09-27 17:28:17.512,Palkansaaja,26-30 v,nainen,2.0,,,,,,,,Järvenpää,"Tuotetalossa, jonka core-bisnes on softa",0.8,Full-stack,Pääosin tai kokonaan etätyö,2000.0,25000.0,,False,"Vähän olis kiinnostanut myös koulutustausta. Esim mulla on korkeakoulututkinto eri alalta ja se on varmasti vaikuttanu osaltaan siihen, paljon saan /kehtaan pyytää palkkaa. ",,Etä,2083.3333333333335
2022-09-27 17:46:57.914,Palkansaaja,31-35 v,mies,8.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Backend,Pääosin tai kokonaan etätyö,5300.0,66250.0,"Vuosibonusmalli tulossa, osakeannissa mahdollisuus osakkuuteen",True,,,Etä,5520.833333333333
2022-09-27 18:13:49.755,Palkansaaja,31-35 v,nainen,7.0,,,,,,,,Oulu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Solution manager,Pääosin tai kokonaan etätyö,3800.0,48700.0,,False,,,Etä,4058.3333333333335
2022-09-27 18:24:32.148,Palkansaaja,31-35 v,mies,8.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan etätyö,5300.0,66250.0,,False,,,Etä,5520.833333333333
2022-09-27 18:39:20.972,Palkansaaja,26-30 v,nainen,6.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,Data scientist,Jotain siltä väliltä,5020.0,70000.0,Bonukset,True,,,50/50,5833.333333333333
2022-09-27 19:39:05.303,Palkansaaja,31-35 v,nainen,5.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Jotain siltä väliltä,5100.0,,,True,,,50/50,
2022-09-27 19:55:58.253,Laskuttaja,31-35 v,mies,8.0,2.0,Full stack,80.0,150000.0,Itse,Ulkomailta,,,,,,,,,,,,,,
2022-09-27 20:51:21.123,Palkansaaja,21-25 v,mies,3.0,,,,,,,MongoDB,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,"Core Server, Query Optimization ",Pääosin tai kokonaan etätyö,6875.0,105000.0,"82.5k base
12.5k rsu
14k allekirjoitusbonus
4k muuttobonus",True,,,Etä,8750.0
2022-09-27 21:02:39.538,Palkansaaja,26-30 v,mies,7.0,,,,,,,,PK-Seutu,Julkinen tai kolmas sektori,1.0,Ops,Pääosin tai kokonaan etätyö,5500.0,70000.0,,True,,"Voisine kysyä että onko työpaikalla etuja jotka ovat ns. rahan arvoisia. Joko jotain tuettua harrastetoimintaa, pidempiä lomia, toimiston pallomeri...",Etä,5833.333333333333
2022-09-27 21:16:16.385,Palkansaaja,31-35 v,mies,6.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Full-stack,Pääosin tai kokonaan etätyö,5150.0,67000.0,,True,,,Etä,5583.333333333333
2022-09-27 21:21:16.097,Palkansaaja,31-35 v,mies,9.0,,,,,,,Google,Zürich,"Tuotetalossa, jonka core-bisnes on softa",1.0,Site Reliability Engineer,Jotain siltä väliltä,13000.0,290000.0,"Peruspalkka, vuosibonus, RSU:t, pienenpiä bonuksia",True,,,50/50,24166.666666666668
2022-09-27 21:32:55.920,Palkansaaja,41-45 v,mies,15.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,,Pääosin tai kokonaan etätyö,6400.0,80000.0,,True,,,Etä,6666.666666666667
2022-09-27 21:33:36.205,Palkansaaja,26-30 v,mies,6.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Ohjelmistokehittäjä (backend),Jotain siltä väliltä,5700.0,72000.0,,True,,,50/50,6000.0
2022-09-27 21:42:02.937,Palkansaaja,21-25 v,mies,2.0,,,,,,,,Länsi-Eurooppa,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Software Engineer,Pääosin tai kokonaan toimistolla,10000.0,220000.0,Vuosittainen firman ja yksilön performanssiin perustuva bonus muodostaa isohkon osan kokonaiskompensaatiosta,True,,,Toimisto,18333.333333333332
2022-09-27 22:34:05.970,Palkansaaja,36-40 v,nainen,1.0,,,,,,,,Turku,Konsulttitalossa,1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,3470.0,44500.0,,True,,,Etä,3708.3333333333335
2022-09-27 22:55:38.195,Palkansaaja,36-40 v,,12.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Lead dev,Pääosin tai kokonaan toimistolla,5000.0,70000.0,,False,,,Toimisto,5833.333333333333
2022-09-27 23:27:33.416,Palkansaaja,31-35 v,,4.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,4026.0,52000.0,,False,,,Etä,4333.333333333333
2022-09-27 23:49:40.952,Palkansaaja,26-30 v,mies,2.0,,,,,,,Exove,PK-Seutu,Konsulttitalossa,1.0,Ohjelmistokehittäjä,Jotain siltä väliltä,3000.0,37500.0,,False,,,50/50,3125.0
2022-09-28 06:17:55.865,Palkansaaja,41-45 v,mies,16.0,,,,,,,,Tampere,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,DevOps Specialist,Jotain siltä väliltä,5500.0,66000.0,,True,,,50/50,5500.0
2022-09-28 06:23:15.226,Palkansaaja,36-40 v,mies,22.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full stack web developer,Pääosin tai kokonaan etätyö,4200.0,100000.0,"palkka, osingot, palkkiorahasto, eläkkeellä lisäksi eläkevakuutus",True,,,Etä,8333.333333333334
2022-09-28 06:36:55.212,Laskuttaja,36-40 v,mies,16.0,11.0,Konsultointia,150.0,30000.0,Itse,Ulkomailta,,,,,,,,,,,,,,
2022-09-28 07:15:50.465,Palkansaaja,31-35 v,,9.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full-stack,Pääosin tai kokonaan toimistolla,6020.0,75250.0,,True,,,Toimisto,6270.833333333333
2022-09-28 07:15:51.426,Palkansaaja,36-40 v,muu,20.0,,,,,,,,Tampere,Konsulttitalossa,1.0,DevOps jamppa,Pääosin tai kokonaan etätyö,4100.0,51250.0,Osakkeita yms.. on saatavilla.,True,,,Etä,4270.833333333333
2022-09-28 07:15:56.518,Palkansaaja,36-40 v,mies,15.0,,,,,,,Gofore,PK-Seutu,Konsulttitalossa,1.0,"Ohjelmistokehittäjä, tiiminvetäjä, esihenkilö",Pääosin tai kokonaan toimistolla,6000.0,78000.0,,True,,,Toimisto,6500.0
2022-09-28 07:38:11.451,Palkansaaja,36-40 v,,13.0,,,,,,,,Tampere,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Lead backend dev,Pääosin tai kokonaan etätyö,6100.0,76250.0,Varmaan täällä joku bonussysteemi on kuitenkin,True,,,Etä,6354.166666666667
2022-09-28 07:43:36.997,Palkansaaja,41-45 v,mies,15.0,,,,,,,,Turku,Konsulttitalossa,0.8,Full-stack/projektipäällikkö ,Pääosin tai kokonaan etätyö,3600.0,47000.0,"Palkka + Max 1,5 kk bonus (sidottu firman tulokseen)",False,,,Etä,3916.6666666666665
2022-09-28 07:45:18.656,Palkansaaja,36-40 v,mies,15.0,,,,,,,,Turku,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Sovelluskehittäjä,Jotain siltä väliltä,6000.0,78000.0,,True,,,50/50,6500.0
2022-09-28 07:46:53.868,Palkansaaja,41-45 v,mies,16.0,,,,,,,,Turku,Konsulttitalossa,1.0,Senior full-stack software developer,Pääosin tai kokonaan etätyö,6900.0,86250.0,,True,,,Etä,7187.5
2022-09-28 07:47:01.472,Palkansaaja,46-50 v,mies,22.0,,,,,,,Valtio,Kuopio,Julkinen tai kolmas sektori,1.0,Arkkitehti,Pääosin tai kokonaan etätyö,4900.0,60000.0,,True,Valtiopuolella pitää huomioida vertailussa myös pitkät lomat - 38päivää ja vain arki lasketaan. ,,Etä,5000.0
2022-09-28 08:02:18.106,Palkansaaja,26-30 v,mies,4.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,3500.0,44000.0,,False,,,Etä,3666.6666666666665
2022-09-28 08:11:14.501,Laskuttaja,31-35 v,mies,12.0,2.0,Full stack,90.0,170000.0,Käytän välitysfirmoja,"Suomesta, Ulkomailta",,,,,,,,,,,,,,
2022-09-28 08:21:20.662,Palkansaaja,46-50 v,,12.0,,,,,,,,Tampere,Konsulttitalossa,0.8,Web Developer,Pääosin tai kokonaan etätyö,4632.0,60000.0,,True,,,Etä,5000.0
2022-09-28 08:26:36.725,Laskuttaja,26-30 v,mies,10.0,4.0,"Full stack, arkkitehtuuri, tekninen johtajuus",90.0,150000.0,Itse,Ulkomailta,,,,,,,,,,,,Juhis oot paras 😍,,
2022-09-28 08:32:58.508,Palkansaaja,36-40 v,mies,7.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Lead Engineer,Pääosin tai kokonaan etätyö,6200.0,91000.0,Peruspalkka + Vuosibonukset + Osakeoptiot. Optioita en laskenut vuosituloihin,False,,,Etä,7583.333333333333
2022-09-28 08:34:10.316,Palkansaaja,36-40 v,mies,11.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,DevOps,Pääosin tai kokonaan etätyö,5200.0,4000.0,,True,,,Etä,333.3333333333333
2022-09-28 08:34:14.152,Palkansaaja,31-35 v,mies,10.0,,,,,,,Mapbox,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,"Senior Software Engineer, API development",Jotain siltä väliltä,10000.0,125000.0,Osakeoptioita,True,,,50/50,10416.666666666666
2022-09-28 08:51:53.127,Palkansaaja,36-40 v,mies,7.0,,,,,,,Shipit Ab,Jämsä,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full-stack,Pääosin tai kokonaan etätyö,3700.0,46250.0,,True,,,Etä,3854.1666666666665
2022-09-28 08:56:34.776,Palkansaaja,36-40 v,mies,15.0,,,,,,,Cloud2,PK-Seutu,Konsulttitalossa,1.0,Pilviarkkitehti,Jotain siltä väliltä,6000.0,90000.0,,True,<3,,50/50,7500.0
2022-09-28 09:22:59.985,Laskuttaja,46-50 v,mies,20.0,15.0,Full stack,88.0,145000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,,,,,
2022-09-28 09:26:30.365,Palkansaaja,31-35 v,nainen,15.0,,,,,,,Futurice ,Tampere,Konsulttitalossa,1.0,Palvelupäällikkö ,Jotain siltä väliltä,4600.0,63500.0,Henkilökohtainen palkanlisä + bonus firman tuloksesta ,True,,,50/50,5291.666666666667
2022-09-28 09:34:15.792,Palkansaaja,36-40 v,mies,15.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full-stack dev,Pääosin tai kokonaan etätyö,5100.0,63750.0,,True,,,Etä,5312.5
2022-09-28 09:35:47.954,Laskuttaja,46-50 v,mies,22.0,4.0,"Softakehitystä: full stack, backend, Dynamics CRM",80.0,95000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,,,"Olisi mielenkiintoista tietää, paljonko pitää lomaa/vapaata päivinä tai viikkoina vuodessa",,
2022-09-28 09:36:31.473,Palkansaaja,41-45 v,nainen,0.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,Frontend devaaja,Jotain siltä väliltä,2700.0,33750.0,,False,,Kyselyn voisi toteuttaa myös englanniksi?,50/50,2812.5
2022-09-28 10:51:56.551,Palkansaaja,26-30 v,mies,4.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Ohjelmistokehittäjä,Jotain siltä väliltä,5250.0,65625.0,Bonuksia joskus,True,,,50/50,5468.75
2022-09-28 11:20:23.697,Palkansaaja,41-45 v,mies,17.0,,,,,,,,Turku,Konsulttitalossa,1.0,Arkkitehti,Jotain siltä väliltä,5633.0,77612.0,Vakiopalkka + kuukausittainen kiinteä bonus erikoistehtävän takia.,True,,,50/50,6467.666666666667
2022-09-28 12:31:01.652,Palkansaaja,36-40 v,mies,14.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Lead developer,Pääosin tai kokonaan toimistolla,7600.0,95000.0,Erillinen osakeohjelma jolla ei vaikutusta palkkaan,True,,,Toimisto,7916.666666666667
2022-09-28 12:31:55.125,Palkansaaja,31-35 v,mies,9.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Data Engineer,Pääosin tai kokonaan etätyö,6000.0,75000.0,Optiota saa perus palkan päälle,True,,,Etä,6250.0
2022-09-28 12:36:28.581,Palkansaaja,36-40 v,mies,13.0,,,,,,,Gofore,Tampere,Konsulttitalossa,1.0,Projektipäällikkö,"Toimistolle menoa ei velvoiteta, mutta käyn siellä silti lähes päivittäin",5000.0,62500.0,,True,,,,5208.333333333333
2022-09-28 12:37:30.565,Palkansaaja,41-45 v,mies,17.0,,,,,,,,Oulu,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan etätyö,5400.0,67500.0,,False,,,Etä,5625.0
2022-09-28 12:56:56.567,Palkansaaja,31-35 v,mies,7.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Software Engineer,Jotain siltä väliltä,7400.0,92000.0,,True,,,50/50,7666.666666666667
2022-09-28 13:30:02.398,Palkansaaja,36-40 v,,14.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Lead developer,Jotain siltä väliltä,5450.0,77000.0,,True,,,50/50,6416.666666666667
2022-09-28 13:43:23.685,Palkansaaja,31-35 v,mies,10.0,,,,,,,,Jyväskylä,"Tuotetalossa, jonka core-bisnes on softa",1.0,DevOps Specialist,Jotain siltä väliltä,5000.0,60000.0,,True,,,50/50,5000.0
2022-09-28 14:15:50.505,Laskuttaja,26-30 v,mies,7.0,3.0,Full-stack webbidevausta ja pilviarkkitehtihommia,105.0,136000.0,"Itse, Käytän välitysfirmoja",Suomesta,,,,,,,,,,,,,,
2022-09-28 14:27:21.500,Palkansaaja,31-35 v,mies,11.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Ohjelmistokehittäjä,Jotain siltä väliltä,5000.0,67000.0,,True,,,50/50,5583.333333333333
2022-09-28 14:31:47.708,Palkansaaja,31-35 v,mies,8.0,,,,,,,Gofore,Tampere,Konsulttitalossa,0.8,Ohjelmistokehittäjä,Jotain siltä väliltä,3280.0,41000.0,,False,,,50/50,3416.6666666666665
2022-09-28 14:40:17.289,Palkansaaja,26-30 v,mies,10.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Team lead,Pääosin tai kokonaan toimistolla,4700.0,61000.0,,True,,,Toimisto,5083.333333333333
2022-09-28 14:47:51.855,Palkansaaja,36-40 v,mies,7.0,,,,,,,Visma,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Software developer,Pääosin tai kokonaan etätyö,5200.0,65000.0,,True,,,Etä,5416.666666666667
2022-09-28 15:39:17.273,Palkansaaja,26-30 v,mies,5.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan toimistolla,3700.0,46250.0,,True,,,Toimisto,3854.1666666666665
2022-09-28 15:59:45.252,Palkansaaja,36-40 v,,17.0,,,,,,,,,Konsulttitalossa,1.0,Arkkitehti,Pääosin tai kokonaan etätyö,5900.0,78000.0,,False,,,Etä,6500.0
2022-09-28 17:26:54.518,Palkansaaja,26-30 v,nainen,1.0,,,,,,,,Vaasa,Konsulttitalossa,1.0,Frontend,Pääosin tai kokonaan etätyö,3300.0,41250.0,,True,,,Etä,3437.5
2022-09-28 19:11:58.084,Palkansaaja,26-30 v,nainen,3.0,,,,,,,FAANG,"München, Saksa","Tuotetalossa, jonka core-bisnes on softa",1.0,Software Engineer,Pääosin tai kokonaan toimistolla,6400.0,100000.0,Peruspalkka+15%vuosibonus+osakkeita,True,,,Toimisto,8333.333333333334
2022-09-28 19:47:05.202,Palkansaaja,26-30 v,mies,6.0,,,,,,,Microsoft,"Dublin, Irlanti","Tuotetalossa, jonka core-bisnes on softa",1.0,Asiakasvastaava,Pääosin tai kokonaan toimistolla,7250.0,148000.0,"75k pohja, 12k autoetu, = 87k ""varma pohjapalkka"" + jo maksetut 15k signing bonus eka vuos + 6k (nettona kai) relokaatiobonuksen käteisosuus.

Sign-on stock grant $40k/4v = $10k/v, bonukset hyvin monimutkaisella kaavalla noin 46k€ vuodessa +-5k ehkä. Todnäk saan kenkää ennen kun total com tippuu alle 120k/vuosi. Pari kertaa vuodessa kuulemma pitäisi saada lisää osakkeita jonain ""refreshereinä,"" en näistä vielä tiedä tarkemmin.",True,"Big tech pöhinää, pitkiä päiviä, kauheeta stressiä. Tulos tai ulos kulttuuri ihan eritavalla kun suomifirmoissa yleensä.",,Toimisto,12333.333333333334
