Timestamp,Palkansaaja vai laskuttaja,Siirtynyt palkansaaja/laskuttaja,Ikä,Sukupuoli,Suomen kielen taito,Työkieli,Työkokemus alalta (vuosina),Vuosia nykyisellä työnantajalla,Työpaikkojen lukumäärä,Yrityksen koko,Koulutustaustasi,Opintoala,Tulojen muutos viime vuodesta (%),Montako vuotta olet tehnyt laskuttavaa työtä alalla?,Palvelut,"Tuntilaskutus (ALV 0%, euroina)","Vuosilaskutus (ALV 0%, euroina)",Laskutettavat tunnit viikossa,Viikot ilman laskutusta,Laskutustavat,Sopimuksen pituus,Hankitko asiakkaasi itse suoraan vai käytätkö välitysfirmojen palveluita?,Mistä asiakkaat ovat?,Työpaikka,Kaupunki,Millaisessa yrityksessä työskentelet?,Työaika,Kuinka suuren osan ajasta teet lähityönä toimistolla?,Rooli,Seniority,Virallinen senioriteetti,Kuukausipalkka,"Provisio (kk, brutto)",Lomaraha (EUR),Bonus (EUR),Osakkeet/optiot (EUR),Vapaa kuvaus kokonaiskompensaatiomallista,Onko palkkasi nykyroolissasi mielestäsi kilpailukykyinen?,Bonukset (kuvaus),Edut (ei luontoisedut),Vuosittaiset verovapaat edut (EUR),Luontoisedut,Käyttöjärjestelmä,Ohjelmointikieli,Web-kehykset,Data & ML,DevOps & pilvi,Tietokannat,Vapaa sana,Palaute,Vastaustunniste,Vuositulot,Rooli (normalisoitu),Kk-tulot (laskennallinen),"Kk-tulot (laskennallinen, normalisoitu)"
2026-02-20 09:30:11.809,Palkansaaja,Ei,46-50,mies,Yes,Both,25.0,17.0,3.0,101-500,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),2.0,,,,,,,,,,,,PK-seutu,Konsultointi,1.0,0.05,"Developer, Full-Stack",Staff / Principal / Lead,No,6900.0,1500.0,4140.0,0.0,12000.0,Base+provision+dividends,Yli markkinatason,"Individual performance bonus, Overtime extra pay (e.g. 1.5x or 2x pay rate), Stock options / equity, Commission (sales or performance-based), Referral bonus (for successful hires), On-call compensation (standby pay), Peer to peer awards","Health insurance, Work laptop, Home office equipment budget (chair, desk, etc.), Training/Courses/Education budget, Fixed-line internet to your home, Other tools like high-end keyboard, mouse etc, Monitors for home office, Snacks and beverages in office, Public transport subsidy (tax-free), Extra paid vacation, massage, yoga etc. lots of events and flexibility",3000.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",All of them,"TypeScript, Swift, Clojure","React, re-frame, Reagent",SQL,"Docker, AWS, Google Cloud Platform (GCP)","PostgreSQL, DynamoDB",,"It's just difficult to be correct in the answers, so many benefits",5f513d06df8a3d98,98940.0,"Developer, Full-Stack",8245.0,8245.0
2026-02-20 09:32:10.610,Palkansaaja,Ei,46-50,mies,Yes,Both,19.0,8.0,2.0,11-50,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)",Information and Communication Technologies (ICT / Computer Science),0.6,,,,,,,,,,,,Tampere,Konsultointi,1.0,0.95,"Developer, QA or Test",Senior,Yes,5151.139999999999,622.27,3248.4,0.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Individual performance bonus, Company performance bonus, Profit sharing, Commission (sales or performance-based), Referral bonus (for successful hires)","Health insurance, Ryhmäeläkevakuutus (Additional employer pension contribution), Work laptop, Home office equipment budget (chair, desk, etc.), Training/Courses/Education budget, Fixed-line internet to your home, Monitors for home office, Snacks and beverages in office, Public transport subsidy (tax-free), Seniority leave",4800.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",Windows,"Python, Bash",,,"Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins), Microsoft Azure",,,,fef01e757c5e25a6,65062.079999999994,"Developer, QA or Test",5421.839999999999,5421.839999999999
2026-02-20 09:35:40.402,Palkansaaja,Ei,31-35,mies,Yes,English,6.0,4.0,4.0,51-100,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),110.0,,,,,,,,,,,,Turku,"Tuotetalossa, jonka core-bisnes on softa",0.7866666666666666,0.4,Cybersecurity or InfoSec Professional,Senior,Yes,4600.0,0.0,2400.0,0.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Company performance bonus, Referral bonus (for successful hires), On-call compensation (standby pay)","Health insurance, Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Training/Courses/Education budget",400.0,Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction),macOS,,,,"Kubernetes, Terraform, CI/CD (GitHub Actions, GitLab CI, Jenkins)",MySQL,,,41a622cafb088d3d,57600.0,Cybersecurity or InfoSec Professional,4800.0,6101.6949152542375
2026-02-20 09:36:49.476,Palkansaaja,Ei,21-25,mies,Yes,English,2.0,1.0,2.0,101-500,Upper secondary – general (lukio / high school equivalent),,35.7,,,,,,,,,,,UpCloud,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.0,"Developer, Backend",Mid-level,Yes,3800.0,0.0,0.0,0.0,0.0,,Markkinataso,"Individual performance bonus, Company performance bonus, Overtime extra pay (e.g. 1.5x or 2x pay rate)","Health insurance, Work laptop, Training/Courses/Education budget, Other tools like high-end keyboard, mouse etc, Snacks and beverages in office",,"Full Lunch benefit employer pays 100% (luontoisetu/fringe benefit), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,"Go, Bash",,SQL,"Linux server, Docker, Kubernetes",PostgreSQL,"Not software developer, but software engineer 😫",,ee5693d738931df3,45600.0,"Developer, Backend",3800.0,3800.0
2026-02-20 09:36:51.245,Palkansaaja,Ei,36-40,mies,Yes,Both,13.0,0.0,3.0,11-50,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)",Information and Communication Technologies (ICT / Computer Science),,,,,,,,,,,,,Turku,Konsultointi,1.0,0.15,"Developer, Frontend",Senior,Yes,5200.0,0.0,3100.0,0.0,0.0,,Markkinataso,Lomaraha (Holiday bonus),"Health insurance, Work laptop, Training/Courses/Education budget, Snacks and beverages in office, Public transport subsidy (tax-free)",400.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,TypeScript,React,,,,,,9ac3f8a427fa4ab1,65500.0,"Developer, Frontend",5458.333333333333,5458.333333333333
2026-02-20 09:38:20.452,Laskuttaja,Ei,36-40,mies,Yes,Both,14.0,6.0,6.0,1,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),-10.0,,,,,,10.0,Hourly billing,Over 24 months,"Myself, Agencies",Suomesta,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,macOS,"JavaScript, TypeScript, Kotlin","React, Next.js, Node.js","SQL, Kafka","Docker, Google Cloud Platform (GCP)","PostgreSQL, Redis, DynamoDB",,,b65730c975d34cc8,,,,
2026-02-20 09:39:55.835,Palkansaaja,Ei,36-40,mies,Yes,Finnish,9.0,4.0,3.0,11-50,"Master’s degree – university (FM, KTM, DI, etc.)","Natural Sciences, Mathematics, and Statistics",0.0,,,,,,,,,,,,PK-seutu,Konsultointi,1.0,0.6,Data Engineer,Senior,Not sure,6284.0,0.0,3770.0,1000.0,0.0,,Yli markkinatason,"Lomaraha (Holiday bonus), Company performance bonus, Stock options / equity, Referral bonus (for successful hires)","Health insurance, Work remotely from abroad (1 week or more), Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Free office parking (during work hours), Training/Courses/Education budget, Fixed-line internet to your home, Snacks and beverages in office, Public transport subsidy (tax-free)",4000.0,"Full Lunch benefit employer pays 100% (luontoisetu/fringe benefit), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip), Employer-subsidised commuter ticket (taxed)",Windows + WSL,"Python, SQL",,"SQL, Apache Spark, dbt","Terraform, Microsoft Azure",,,,f86e73b29239b2d1,80178.0,Data Engineer,6681.5,6681.5
2026-02-20 09:40:06.193,Palkansaaja,Ei,26-30,mies,Yes,English,6.0,3.0,2.0,11-50,"Master’s degree – university (FM, KTM, DI, etc.)","Engineering, Manufacturing, and Construction",0.0,,,,,,,,,,,,Turku,"Yritys, jossa softa tukirooli",1.0,0.05,"Developer, Mobile",Mid-level,No,5475.0,0.0,2000.0,0.0,0.0,,Yli markkinatason,Lomaraha (Holiday bonus),"Health insurance, Work remotely from abroad (1 week or more), Work laptop, Free office parking (during work hours), Other tools like high-end keyboard, mouse etc, Monitors for home office, Snacks and beverages in office",200.0,Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip),macOS,Dart,,,"CI/CD (GitHub Actions, GitLab CI, Jenkins)",,,,21316b3f2cba047c,67700.0,"Developer, Mobile",5641.666666666667,5641.666666666667
2026-02-20 09:40:20.287,Palkansaaja,Ei,31-35,mies,Yes,Both,9.0,3.0,4.0,101-500,Upper secondary – vocational (ammatillinen perustutkinto),Information and Communication Technologies (ICT / Computer Science),0.0,,,,,,,,,,,,PK-seutu,Konsultointi,1.0,0.2,"Developer, Full-Stack",Mid-level,No,4400.0,0.0,2000.0,0.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Commission (sales or performance-based), Referral bonus (for successful hires)","Health insurance, Work remotely from abroad (1 week or more), Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Training/Courses/Education budget, Fixed-line internet to your home, Other tools like high-end keyboard, mouse etc, Monitors for home office, Snacks and beverages in office",400.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip), Employer-subsidised commuter ticket (taxed)",macOS,"JavaScript, TypeScript, Go","React, Next.js, Node.js","SQL, Snowflake / BigQuery / Redshift","Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS",PostgreSQL,,,f10f7084a8c65d9d,54800.0,"Developer, Full-Stack",4566.666666666667,4566.666666666667
2026-02-20 09:40:52.074,Palkansaaja,Ei,41-45,nainen,Yes,English,20.0,2.0,7.0,11-50,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)",Information and Communication Technologies (ICT / Computer Science),2.5,,,,,,,,,,,OrangIT,PK-seutu,Software maintenance company,1.0,0.2,"Developer, Full-Stack",Staff / Principal / Lead,Yes,6150.0,0.0,3690.0,0.0,0.0,Salary plus one-off bonuses for blog texts etc.,Markkinataso,"Lomaraha (Holiday bonus), Overtime extra pay (e.g. 1.5x or 2x pay rate), Commission (sales or performance-based), Referral bonus (for successful hires), On-call compensation (standby pay), Blog writing bonus","Health insurance, Ryhmäeläkevakuutus (Additional employer pension contribution), Work laptop, Training/Courses/Education budget, Fixed-line internet to your home, Other tools like high-end keyboard, mouse etc, Snacks and beverages in office, Public transport subsidy (tax-free)",1200.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,"TypeScript, PHP, Scala","React, Symfony",SQL,"Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS","PostgreSQL, MySQL, MongoDB",,,c180e02e7a23c287,77490.0,"Developer, Full-Stack",6457.5,6457.5
2026-02-20 09:43:31.619,Palkansaaja,Ei,51-55,mies,Yes,Both,27.0,13.0,3.0,101-500,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),0.0,,,,,,,,,,,,PK-seutu,Konsultointi,1.0,0.2,"Architect, Software or Solutions",Senior,Yes,7594.0,2200.0,3500.0,0.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Overtime extra pay (e.g. 1.5x or 2x pay rate), Commission (sales or performance-based), On-call compensation (standby pay)","Health insurance, Work laptop, Home office equipment budget (chair, desk, etc.), Free office parking (during work hours), Training/Courses/Education budget, Fixed-line internet to your home, Other tools like high-end keyboard, mouse etc, Monitors for home office, Snacks and beverages in office, Public transport subsidy (tax-free)",2500.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip), Employer-subsidised commuter ticket (taxed), Limited car benefit, Kulttuuri/liikuntaetu 400€/v, hierontaetu 400€/v, hammashoito 300€/v",Windows + WSL,"TypeScript, Java, Bash","Angular, Spring Boot, Ext Js",SQL,"Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS",MySQL,,,f680715984874b8d,94628.0,"Architect, Software or Solutions",7885.666666666667,7885.666666666667
2026-02-20 09:44:01.415,Laskuttaja,palkansaaja → laskuttaja,31-35,mies,Yes,Both,5.0,0.0,4.0,1,Bachelor’s degree – university (kandidaatti / alempi korkeakoulututkinto),Information and Communication Technologies (ICT / Computer Science),13.0,1.0,"Data & solution architecture, data engineering, full-stack",80.0,62500.0,12.5,7.0,Hourly + Fixed/project-based,6-12 months,"Myself, Agencies","Finland, Abroad",,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,Windows,"TypeScript, Python, Bash","React, Next.js, Node.js","SQL, dbt, Snowflake / BigQuery / Redshift","Linux server, CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS","PostgreSQL, Snowflake",,,4888213e5acea1db,,,,
2026-02-20 09:44:06.142,Palkansaaja,Ei,41-45,mies,Yes,Both,20.0,7.0,3.0,101-500,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)",Information and Communication Technologies (ICT / Computer Science),1.0,,,,,,,,,,,,PK-seutu,Konsultointi,1.0,0.4,"Developer, Full-Stack",Senior,Yes,6083.0,1455.0,3700.0,0.0,5000.0,,Yli markkinatason,"Stock options / equity, Referral bonus (for successful hires)","Health insurance, Work laptop, Home office equipment budget (chair, desk, etc.), Training/Courses/Education budget, Fixed-line internet to your home, Other tools like high-end keyboard, mouse etc, Monitors for home office, Snacks and beverages in office, Public transport subsidy (tax-free)",,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,"JavaScript, TypeScript","React, Next.js",,"Kubernetes, CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS",,,,65686126287a519e,81696.0,"Developer, Full-Stack",6808.0,6808.0
2026-02-20 09:45:10.610,Palkansaaja,laskuttaja → palkansaaja,31-35,mies,Yes,English,12.0,1.0,10.0,51-100,Bachelor’s degree – university (kandidaatti / alempi korkeakoulututkinto),Arts and Humanities,20.0,,,,,,,,,,,RevenueCat,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.0,Developer Advocate,Senior,Yes,15800.0,0.0,0.0,0.0,40000.0,,En osaa sanoa,"Stock options / equity, Referral bonus (for successful hires)","Health insurance, Work remotely from abroad (1 week or more), Work laptop, Home office equipment budget (chair, desk, etc.), Training/Courses/Education budget",,,macOS,"TypeScript, Swift, Flutter","React, Next.js",,"CI/CD (GitHub Actions, GitLab CI, Jenkins)",PostgreSQL,,,7bebbe2baa6f4fe7,229600.0,Developer Advocate,19133.333333333332,19133.333333333332
2026-02-20 09:45:48.302,Palkansaaja,Ei,41-45,mies,Yes,Both,20.0,13.0,4.0,501-1000,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),1.87,,,,,,,,,,,Reaktor,PK-seutu,Konsultointi,0.8,1.0,"Developer, Full-Stack",Senior,Yes,5348.0,0.0,0.0,0.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Company performance bonus, Stock options / equity, Referral bonus (for successful hires), On-call compensation (standby pay)","Health insurance, Work laptop, Home office equipment budget (chair, desk, etc.), Training/Courses/Education budget, Fixed-line internet to your home, Other tools like high-end keyboard, mouse etc, Monitors for home office, Snacks and beverages in office, Public transport subsidy (tax-free)",550.0,"Full Lunch benefit employer pays 100% (luontoisetu/fringe benefit), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",Linux (bare metal / native),,,,,,,,b5750f8517f56e96,64176.0,"Developer, Full-Stack",5348.0,6685.0
2026-02-20 09:46:38.988,Palkansaaja,Ei,51-55,mies,Yes,Finnish,27.0,12.0,5.0,101-500,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),0.0,,,,,,,,,,,,PK-seutu,Konsultointi,1.0666666666666667,0.0,"Senior Executive (C-suite, VP, etc.)",Manager or People Lead,Yes,8200.0,0.0,4900.0,0.0,0.0,,En osaa sanoa,"Lomaraha (Holiday bonus), Referral bonus (for successful hires)","Health insurance, Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Home office equipment budget (chair, desk, etc.), Training/Courses/Education budget, Fixed-line internet to your home, Other tools like high-end keyboard, mouse etc, Monitors for home office",500.0,,macOS,"TypeScript, Python",,"SQL, Pandas / NumPy","Docker, AWS",PostgreSQL,,,64a63fcebc5d31fc,103300.0,"Senior Executive (C-suite, VP, etc.)",8608.333333333334,8070.312500000001
2026-02-20 09:46:59.929,Palkansaaja,Ei,41-45,mies,Yes,Both,23.0,1.0,4.0,101-500,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),7.8,,,,,,,,,,,,PK-seutu,Konsultointi,1.0,0.05,"Developer, Full-Stack",Senior,Yes,7100.0,1800.0,3180.0,0.0,0.0,,Yli markkinatason,"Lomaraha (Holiday bonus), Overtime extra pay (e.g. 1.5x or 2x pay rate), Commission (sales or performance-based), Referral bonus (for successful hires)","Health insurance, Work laptop, Home office equipment budget (chair, desk, etc.), Training/Courses/Education budget, Fixed-line internet to your home, Other tools like high-end keyboard, mouse etc, Monitors for home office, Snacks and beverages in office, Public transport subsidy (tax-free)",2500.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,"JavaScript, TypeScript","React, Next.js, Node.js",,"CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS",,,,c76c59dacec8b95b,88380.0,"Developer, Full-Stack",7365.0,7365.0
2026-02-20 09:47:14.845,Palkansaaja,laskuttaja → palkansaaja,36-40,mies,Yes,Both,15.0,1.0,5.0,11-50,Master’s degree – AMK (YAMK),Information and Communication Technologies (ICT / Computer Science),,,,,,,,,,,,,PK-seutu,Konsultointi,1.0,0.6,"Architect, Software or Solutions",Staff / Principal / Lead,Yes,7124.0,0.0,4272.0,0.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Referral bonus (for successful hires)","Health insurance, Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Free office parking (during work hours), Free gym membership, Snacks and beverages in office, Public transport subsidy (tax-free)",400.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,"TypeScript, C#, Swift","React, ASP.NET Core",SQL,"Docker, Kubernetes, Microsoft Azure","PostgreSQL, SQL Server, MongoDB",,,55fbde2cf5b5b6a8,89760.0,"Architect, Software or Solutions",7480.0,7480.0
2026-02-20 09:47:18.062,Laskuttaja,palkansaaja → laskuttaja,46-50,mies,No,English,25.0,1.0,7.0,1,Bachelor’s degree – university (kandidaatti / alempi korkeakoulututkinto),Information and Communication Technologies (ICT / Computer Science),,1.0,,95.0,157000.0,32.0,5.0,Hourly billing,6-12 months,Myself,Abroad,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,macOS,"JavaScript, Python, Rust",Django,Pandas / NumPy,"Linux server, Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins)",,,,1035db41d97c6040,,,,
2026-02-20 09:47:23.701,Palkansaaja,Ei,36-40,mies,Yes,English,15.0,8.0,3.0,501-1000,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),5.3,,,,,,,,,,,,PK-seutu,Konsultointi,0.8,0.5,"Developer, Full-Stack",Staff / Principal / Lead,No,6950.0,0.0,3336.0,200.0,3000.0,,Markkinataso,"Lomaraha (Holiday bonus), Company performance bonus, Stock options / equity, Referral bonus (for successful hires)","Health insurance, Work remotely from abroad (1 week or more), Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Home office equipment budget (chair, desk, etc.), Training/Courses/Education budget, Fixed-line internet to your home, Other tools like high-end keyboard, mouse etc, Monitors for home office, Snacks and beverages in office",500.0,"Full Lunch benefit employer pays 100% (luontoisetu/fringe benefit), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,"TypeScript, Python, Bash",,,,,"AI tools, Claude Code, Cursor, Copilot etc. adaptation – probably not fully compensation related though but might have an effect",,449385452041497f,89936.0,"Developer, Full-Stack",7494.666666666667,9368.333333333334
2026-02-20 09:51:10.460,Palkansaaja,Ei,31-35,mies,Yes,Finnish,8.0,2.0,2.0,1001-5000,Bachelor’s degree – university (kandidaatti / alempi korkeakoulututkinto),Information and Communication Technologies (ICT / Computer Science),1.25,,,,,,,,,,,Solita,Tampere,Konsultointi,1.0,1.0,Integration Specialist,Mid-level,No,4556.0,0.0,0.0,0.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Referral bonus (for successful hires)","Work remotely from abroad (1 week or more), Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Training/Courses/Education budget, Snacks and beverages in office, Public transport subsidy (tax-free)",,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,"Python, C#",,,"CI/CD (GitHub Actions, GitLab CI, Jenkins), Microsoft Azure",SQL Server,,,8c5a7fd321fd710b,54672.0,Integration Specialist,4556.0,4556.0
2026-02-20 09:51:56.861,Palkansaaja,Ei,36-40,mies,Yes,English,13.0,5.0,4.0,10000+,Bachelor’s degree – university (kandidaatti / alempi korkeakoulututkinto),Information and Communication Technologies (ICT / Computer Science),21.5,,,,,,,,,,,Wolt,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0666666666666667,0.05,"Developer, Backend",Senior,Yes,8023.0,0.0,4813.8,0.0,56000.0,,Yli markkinatason,"Lomaraha (Holiday bonus), Stock options / equity, Referral bonus (for successful hires), On-call compensation (standby pay)","Health insurance, Work remotely from abroad (1 week or more), Work laptop, Snacks and beverages in office",,,macOS,,,,,,,,eebeec53df73f9a5,157089.8,"Developer, Backend",13090.816666666666,12272.640625
2026-02-20 09:53:39.744,Palkansaaja,Ei,31-35,nainen,Yes,Finnish,11.0,11.0,2.0,1001-5000,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),3.14,,,,,,,,,,,,Tampere,Konsultointi,1.0,0.95,"Developer, Full-Stack",Senior,Yes,5429.62,0.0,0.0,0.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Referral bonus (for successful hires)","Health insurance, Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Training/Courses/Education budget, Monitors for home office, Snacks and beverages in office, Public transport subsidy (tax-free)",,Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction),macOS,"TypeScript, Kotlin",React,SQL,"Docker, Kubernetes",PostgreSQL,,,fba2015f4d181c96,65155.44,"Developer, Full-Stack",5429.62,5429.62
2026-02-20 09:53:50.992,Palkansaaja,Ei,41-45,mies,Yes,Both,20.0,2.0,4.0,51-100,Bachelor’s degree – university (kandidaatti / alempi korkeakoulututkinto),Information and Communication Technologies (ICT / Computer Science),6.5,,,,,,,,,,,,PK-seutu,Konsultointi,1.0,0.4,"Developer, Full-Stack",Senior,Yes,7350.0,4000.0,3650.0,0.0,0.0,,En osaa sanoa,"Lomaraha (Holiday bonus), Individual performance bonus, Sign-on bonus, Commission (sales or performance-based), Referral bonus (for successful hires)","Health insurance, Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Training/Courses/Education budget, Fixed-line internet to your home, Other tools like high-end keyboard, mouse etc, Monitors for home office, Snacks and beverages in office, Public transport subsidy (tax-free)",,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,"TypeScript, Kotlin, Bash","React, Node.js, Spring Boot",SQL,"Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS","MySQL, MongoDB, DynamoDB",,,cc78c0b86c012e14,91850.0,"Developer, Full-Stack",7654.166666666667,7654.166666666667
2026-02-20 09:56:43.636,Palkansaaja,Ei,26-30,mies,Yes,Both,9.0,2.0,5.0,1001-5000,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)",Information and Communication Technologies (ICT / Computer Science),1.25,,,,,,,,,,,Solita,Oulu,Konsultointi,1.0,0.95,"Architect, Software or Solutions",Staff / Principal / Lead,Yes,5366.0,0.0,3219.6,0.0,0.0,Monthly salary,Alle markkinatason,"Lomaraha (Holiday bonus), Overtime extra pay (e.g. 1.5x or 2x pay rate), Referral bonus (for successful hires)","Health insurance, Work remotely from abroad (1 week or more), Work laptop, Free office parking (during work hours), Monitors for home office, Public transport subsidy (tax-free)",700.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,"TypeScript, Python, Go",Vue.js,"TensorFlow, PyTorch","Linux server, Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins)","PostgreSQL, Memgraph",Business domain that you are working on/consulting to,,8a17c1cc9a27d90e,67611.6,"Architect, Software or Solutions",5634.3,5634.3
2026-02-20 09:58:01.923,Palkansaaja,Ei,36-40,mies,Yes,Finnish,13.0,0.0,3.0,501-1000,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),17.0,,,,,,,,,,,,Turku,Konsultointi,1.0,0.4,"Developer, Full-Stack",Senior,Yes,5800.0,0.0,3480.0,0.0,0.0,,Yli markkinatason,"Lomaraha (Holiday bonus), Overtime extra pay (e.g. 1.5x or 2x pay rate), Stock options / equity, Referral bonus (for successful hires), On-call compensation (standby pay)","Health insurance, Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Home office equipment budget (chair, desk, etc.), Free office parking (during work hours), Training/Courses/Education budget, Fixed-line internet to your home, Other tools like high-end keyboard, mouse etc, Monitors for home office, Snacks and beverages in office, Public transport subsidy (tax-free)",800.0,"Full Lunch benefit employer pays 100% (luontoisetu/fringe benefit), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip), Employer-subsidised commuter ticket (taxed)",macOS,"JavaScript, TypeScript","React, Node.js",SQL,"Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS","PostgreSQL, Redis",,,13c188a31fc30cf9,73080.0,"Developer, Full-Stack",6090.0,6090.0
2026-02-20 09:58:13.032,Palkansaaja,Ei,31-35,nainen,Yes,Finnish,10.0,2.0,2.0,11-50,Master’s degree – AMK (YAMK),Information and Communication Technologies (ICT / Computer Science),,,,,,,,,,,,,PK-seutu,Konsultointi,1.0,0.4,"Developer, Full-Stack",Senior,No,6000.0,0.0,0.0,0.0,0.0,,Markkinataso,Lomaraha (Holiday bonus),"Work laptop, Free office parking (during work hours), Snacks and beverages in office, Public transport subsidy (tax-free)",,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,"JavaScript, TypeScript","React, Node.js",SQL,"Kubernetes, Terraform, AWS",Oracle,,,94a378e88aa5d1cc,72000.0,"Developer, Full-Stack",6000.0,6000.0
