Timestamp,Palkansaaja vai laskuttaja,Oletko siirtynyt palkansaajasta laskuttajaksi tai päinvastoin 1.10.2022 jälkeen?,Ikä,Sukupuoli,Työkokemus alalta (vuosina),Koulutustaustasi,Tulojen muutos viime vuodesta (%),Montako vuotta olet tehnyt laskuttavaa työtä alalla?,Palvelut,"Tuntilaskutus (ALV 0%, euroina)","Vuosilaskutus (ALV 0%, euroina)",Hankitko asiakkaasi itse suoraan vai käytätkö välitysfirmojen palveluita?,Mistä asiakkaat ovat?,Työpaikka,Kaupunki,Millaisessa yrityksessä työskentelet?,Työaika,Kuinka suuren osan ajasta teet lähityönä toimistolla?,Rooli,Kuukausipalkka,Vuositulot,Vapaa kuvaus kokonaiskompensaatiomallista,Onko palkkasi nykyroolissasi mielestäsi kilpailukykyinen?,Onko palkkasi nykyroolissasi mielestäsi kilpailukykyinen? (muut vastaukset),Vapaa sana,Palaute,Vastauskieli,Vastaustunniste,Rooli (normalisoitu),Kk-tulot (laskennallinen),"Kk-tulot (laskennallinen, normalisoitu)"
2023-09-08 13:15:07.723,Palkansaaja,Ei,31-35,mies,6.0,Tietojenkäsittelytiede FM,7.5,,,,,,,Vincit,Turku,Konsulttitalossa,1.0,0.15,Full-stack developer,4500.0,54000,,Ei,,,,fi,47d894a5d847e57b,*Full-stack Developer,4500.0,4500.0
2023-09-08 13:15:07.752,Palkansaaja,Ei,36-40,mies,0.0,AMK-koulutus muulta alalta,0.0,,,,,,,,Kuopio,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.1,Full stack developer,3000.0,36000,,Kyllä,,,,fi,44c1836adfbdbb0d,*Full-stack Developer,3000.0,3000.0
2023-09-08 13:15:08.302,Palkansaaja,Ei,31-35,mies,1.0,Alempi korkeakoulututkinto,8.0,,,,,,,Capgemini,PK-seutu,Konsulttitalossa,1.0,0.2,Consultant,3133.0,1020,,Ei,,,,fi,04379bc32f5d46d5,Consultant,85.0,85.0
2023-09-08 13:15:42.710,Laskuttaja,Ei,31-35,mies,4.0,Lipasto,40.0,3.0,Backend,,217000.0,Itse,Ulkomailta,,,,,,,,,,Muu,,,,fi,1264265d437f78ac,,,
2023-09-08 13:15:42.737,Palkansaaja,Ei,36-40,mies,2.0,AMK,56.0,,,,,,,,PK-seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.0,Automation developer,4000.0,55000,Bonukset,Kyllä,,,,fi,12c9888d96be42d7,Automation developer,4583.333333333333,4583.333333333333
2023-09-08 13:16:01.652,Palkansaaja,Ei,26-30,mies,3.0,"BIT, tradenomi AMK",0.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.1,Software Engineer,3500.0,44000,,Ei,,,,fi,81fc0895572f4137,Software Engineer,3666.6666666666665,3666.6666666666665
2023-09-08 13:16:18.815,Laskuttaja,Ei,31-35,mies,15.0,Yliopisto Kandidaatti (Yhdysvalloissa),4.0,3.0,"Backend, full stack, infraa, ja kaikkea muutakin",120.0,180000.0,Itse,Ainostaan Yhdysvalloista. No exceptions.,,,,,,,,,,Muu,,"Olen ulkomailla kasvanut/koulutettu suomalainen ja suurin osaa työuraani on muualla. Kun vihdoin päätin muuttaa Suomeen olin ihan shokissa että alan ""kokeneet"" Suomalaiset hyväksyy palkkaa mitä ite sain 10v sitten kesäharjoittelijana. Ei mitään järkeä. Haluaisin kovasti muuttaa tätä tilannetta Suomessa mutten tiedä mistä aloittaisi. Voisi jopa huomattavasti nostaa koko Suomen BKTtä jos Suomalaiset osaisivat vaatia alan normaalia palkkatasoa työstään.",,fi,8c1f75774cd855fa,,,
2023-09-08 13:16:30.345,Palkansaaja,Ei,41-45,mies,17.0,Yliopisto,11.0,,,,,,,,Jyväskylä,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.0,Software Architect,5900.0,75000,,Kyllä,,,,fi,439452929efe2f02,Software Architect,6250.0,6250.0
2023-09-08 13:16:52.435,Palkansaaja,Ei,36-40,mies,10.0,FM (tietojenkäsittelytiede),2.0,,,,,,,Vincit,Turku,Konsulttitalossa,1.0,0.1,Full stack developer,4750.0,58000,osakkeista pientä vuosituottoa,Kyllä,,,,fi,cdb00e856dce279a,*Full-stack Developer,4833.333333333333,4833.333333333333
2023-09-08 13:17:09.193,Palkansaaja,Ei,41-45,nainen,1.0,Alempi korkeakoulututkinto,0.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.4,Fullstack software designer,3200.0,40000.0,,Kyllä,,,,fi,a2536c0fc23add81,Fullstack software designer,3333.3333333333335,3333.3333333333335
2023-09-08 13:17:12.694,Palkansaaja,Ei,31-35,mies,10.0,Insinööri (AMK),0.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.05,Senior Game Programmer,4600.0,0,,Ei,,,,fi,de470c29840cbc32,Senior Game Programmer,0.0,0.0
2023-09-08 13:17:23.328,Palkansaaja,Ei,36-40,mies,4.0,AMK,0.0,,,,,,,,PK-seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.2,Backend developer,4100.0,51250.0,,Muu,Vaikea sanoa,,,fi,e45f94ae743e5703,Backend developer,4270.833333333333,4270.833333333333
2023-09-08 13:17:34.831,Laskuttaja,Ei,26-30,mies,3.0,Diplomi-Insinööri,12.0,2.0,"Webbisoftaa, frontti+bäkkäri ja vähän infraa",72.0,110000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,Muu,,,,fi,ea2d8a8413d5c994,,,
2023-09-08 13:19:35.929,Palkansaaja,laskuttaja → palkansaaja,31-35,mies,11.0,DI (TuTa),,,,,,,,Startup,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.8,CTO,6000.0,78000,26% yhtiön omistuksesta,Kyllä,,,,fi,e0f942153e7ed3fe,CTO,6500.0,6500.0
2023-09-08 13:19:49.192,Palkansaaja,Ei,26-30,mies,4.0,Elektroniikka-asentaja amis,0.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.05,Senior Full Stack Developer,6500.0,0,,Kyllä,,,,fi,d07bcdff32d21d00,Senior Full Stack Developer,0.0,0.0
2023-09-08 13:19:59.197,Palkansaaja,Ei,36-40,mies,9.0,AMK,3.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.1,Senior Frontend Developer,5150.0,65000,"Optioita vestautuu n. 500€/kk verran. Tietty niistä maksetaan maksu kotiutettaessa ja verot päälle, niin hyöty on paljon pienempi.",Ei,,,,fi,d25e9dfdbd2457b2,Senior Frontend Developer,5416.666666666667,5416.666666666667
2023-09-08 13:20:01.129,Palkansaaja,Ei,36-40,mies,8.0,AMK,3.0,,,,,,,Yleisradio,PK-seutu,Julkinen tai kolmas sektori,1.0,0.5,React Developer,5468.0,68350.0,,Kyllä,,,,fi,60cc392e97712d1a,React Developer,5695.833333333333,5695.833333333333
2023-09-08 13:20:09.258,Palkansaaja,Ei,21-25,mies,2.0,AMK,14.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.95,Product Owner,3500.0,45000,,Ei,,,,fi,7f8b47db5b0b7843,Product Owner,3750.0,3750.0
2023-09-08 13:20:16.883,Laskuttaja,Ei,41-45,mies,20.0,"DI, tietotekniikka",0.0,2.0,"Softadevausta, full stack",90.0,155000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,Muu,,,,fi,55e2a12db8f83bce,,,
2023-09-08 13:20:49.916,Palkansaaja,Ei,36-40,mies,12.0,DI,10.0,,,,,,,,PK-seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",0.9,0.5,Manager,7750.0,100000,,Kyllä,,,,fi,897762071487bc1d,Manager,8333.333333333334,9259.25925925926
2023-09-08 13:20:51.644,Palkansaaja,Ei,31-35,mies,5.0,,9.3,,,,,,,,Turku,Konsulttitalossa,1.0,0.5,,4100.0,49200,,Muu,En osaa sanoa.,,,fi,1c850c4996f47532,,4100.0,4100.0
2023-09-08 13:20:57.014,Palkansaaja,Ei,26-30,mies,6.0,Ylempi korkeakoulututkinto,11.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.4,Full-stack cloud developer,5000.0,60000,,Kyllä,,,,fi,61706675162ff9e2,*Full-stack Developer,5000.0,5000.0
2023-09-08 13:21:20.946,Palkansaaja,Ei,31-35,nainen,9.0,DI,5.0,,,,,,,,PK-seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.2,Fullstack developer,5210.0,65646,,Kyllä,,,,fi,e83a72f430918754,*Full-stack Developer,5470.5,5470.5
2023-09-08 13:21:21.404,Palkansaaja,,31-35,mies,9.0,AMK,3.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.2,Fullstack developer,5400.0,65000,,Ei,,,,fi,96a714d57952e577,*Full-stack Developer,5416.666666666667,5416.666666666667
2023-09-08 13:22:36.941,Laskuttaja,Ei,36-40,mies,15.0,TiTe DI,5.0,2.8,"Fullstack softadevaus, + devops + melkein mikä vaan devaus mikä on tarpeen",95.0,130.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,Muu,,,"Ehkä voisi olla jonkinlainen ""kuinka monta tuntia keskimäärin laskutat kuukaudessa/viikossa"" kenttä, vaikka toki se vuosilaskutus hieman antaa siihen osviittaa. Sen pointti olisi se, että voisi vertailla, kuinka paljon tunteja tehdään töitä laskuttajana vs palkansaajana (jos palkansaaja-puolella on vastaava kysymys työajasta).",fi,373027dbdd1088a2,,,
2023-09-08 13:22:52.151,Palkansaaja,Ei,31-35,mies,3.0,"Ammattikorkeakoulu, tietojenkäsittelyn tradenomi",35.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.05,Security consultant,4000.0,48000,,Kyllä,,,,fi,2ad68e011f93f1b9,Security consultant,4000.0,4000.0
2023-09-08 13:23:12.415,Palkansaaja,Ei,41-45,mies,18.0,Diplomi-insinööri,7.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.9,Principal Consultant,7485.0,100000,"Tulospalkkio minkä suuruus riippuu performanssista, prosenttiosuus vuosipalkasta",Kyllä,,,,fi,033d5fa548f7ede0,Principal Consultant,8333.333333333334,8333.333333333334
2023-09-08 13:23:13.719,Palkansaaja,Ei,31-35,mies,6.0,Tieto- ja viestintätekniikan insinööri (AMK),15.0,,,,,,,BeeHealthy,Turku,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",0.8,0.0,Software developer,4040.0,50500.0,,Kyllä,,,,fi,dac48a8be97aa32e,Software developer,4208.333333333333,5260.416666666666
2023-09-08 13:23:22.893,Palkansaaja,Ei,21-25,mies,5.0,,,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.25,Full-stack developer,3510.0,43875.0,,Muu,,,,fi,3b5c74e4be91428a,*Full-stack Developer,3656.25,3656.25
2023-09-08 13:23:40.878,Palkansaaja,Ei,31-35,mies,10.0,Datanomi,8.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.0,Lead developer,4250.0,52000,,Kyllä,,,,fi,8eee7dcb1b3e0205,Lead developer,4333.333333333333,4333.333333333333
2023-09-08 13:24:10.098,Palkansaaja,Ei,36-40,mies,11.0,"Filosofian maisteri, tietojenkäsittelytiede",,,,,,,,,Turku,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.2,Software developer,5500.0,66000,,Kyllä,,,,fi,27717e8cbeda4d96,Software developer,5500.0,5500.0
2023-09-08 13:24:28.171,Palkansaaja,Ei,36-40,mies,15.0,Ammattikorkeakoulu,10.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.1,Data-arkkitehti,6900.0,85000,Peruspalkka + kuukausittainen laskutukseen perustuva bonus + vuosittaiset pienmmät bonukset,Kyllä,,,,fi,e9233afa246ddd63,Data-arkkitehti,7083.333333333333,7083.333333333333
2023-09-08 13:24:31.434,Palkansaaja,Ei,41-45,mies,20.0,Tietotekniikka,1.0,,,,,,,Vincit,PK-seutu,Konsulttitalossa,1.0,0.1,Software Developer,6300.0,78750.0,,Kyllä,,,,fi,e2d5908897fd8901,Software Developer,6562.5,6562.5
2023-09-08 13:24:49.743,Palkansaaja,Ei,41-45,nainen,1.0,ammattikoulu,3.0,,,,,,,,Tampere,startup,1.0,0.2,Software developer,3200.0,40000,,Kyllä,,,,fi,a8ab6554cd13eb5f,Software developer,3333.3333333333335,3333.3333333333335
2023-09-08 13:24:52.649,Palkansaaja,Ei,26-30,mies,5.0,Toinen aste,0.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.05,Full-stack Developer,4000.0,51000,,Ei,,,,fi,f1ad1bbe91f9f443,*Full-stack Developer,4250.0,4250.0
2023-09-08 13:25:37.858,Palkansaaja,Ei,26-30,mies,4.0,Luonnontieteiden kandidaatti,12.0,,,,,,,,PK-seutu,Konsulttitalossa,,1.0,Software Developer,5400.0,67500,,Muu,rajoilla,,,fi,b5460a84c06d30f0,Software Developer,5625.0,
2023-09-08 13:26:01.985,Palkansaaja,Ei,46-50,mies,20.0,DI,2.0,,,,,,,,Tampere,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.2,Software architect,5100.0,70000,,Ei,,,,fi,2ff1b4555e2239b7,Software architect,5833.333333333333,5833.333333333333
2023-09-08 13:26:16.506,Palkansaaja,Ei,21-25,mies,3.0,Tekniikan kandi,26.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,1.0,Junior Software developer,3000.0,13000,Palkkana kaikki,Muu,Parani hyvin mutta neuvotteluvaraa on,Joko töissä 100% tai 0%,,fi,be58558667cc1356,Junior Software developer,1083.3333333333333,1083.3333333333333
2023-09-08 13:27:13.027,Palkansaaja,Ei,31-35,mies,4.0,KTM,16.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.5,Data engineer,4800.0,60000,Peruspalkka + edut + tulospalkka,Kyllä,,,,fi,404bcd9f7e1b9acd,Data engineer,5000.0,5000.0
2023-09-08 13:27:35.481,Palkansaaja,Ei,26-30,,7.0,Ammattikoulu,11.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.1,Web developer,4200.0,52416,,Ei,,,,fi,20337946cd4d25af,Web developer,4368.0,4368.0
2023-09-08 13:27:38.792,Palkansaaja,Ei,26-30,mies,4.0,Filosofian Maisteri (Kyberturvallisuus),16.0,,,,,,,,Tampere,Konsulttitalossa,1.0,0.01,Cyber Security Specialist,5000.0,65000,,Kyllä,,,,fi,3b05b73b6d9e9b27,Cyber Security Specialist,5416.666666666667,5416.666666666667
2023-09-08 13:27:50.499,Palkansaaja,Ei,31-35,mies,9.0,Filosofian maisteri (fysiikka),35.0,,,,,,,,Jyväskylä,"Tuotetalossa, jonka core-bisnes on softa",1.0,1.0,Data science lead,6300.0,79000,Kk-palkka + optiot,Ei,,2727,,fi,5685798645a682d2,Data science lead,6583.333333333333,6583.333333333333
2023-09-08 13:28:20.604,Palkansaaja,Ei,36-40,mies,7.0,Yliopisto,14.1,,,,,,,,PK-seutu,Konsulttitalossa,0.8,0.15,Full stack software development,4240.0,53000.0,,Ei,,,,fi,7d1781f5d06f2f14,Full stack software development,4416.666666666667,5520.833333333333
2023-09-08 13:28:32.418,Palkansaaja,Ei,31-35,mies,12.0,Ammattikoulu,0.0,,,,,,,Wunder Finland,Turku,Konsulttitalossa,1.0,0.0,Drupal Developer,3734.0,45500,"Palkka + ""Halibonus"" (5 virtuaalihalia annettavana työkavereille per viikko, määräajoin jaetaan X€ per saatu hali bonusta palkkaan)",Ei,,,,fi,1879f152c669044a,Drupal Developer,3791.6666666666665,3791.6666666666665
2023-09-08 13:28:39.807,Palkansaaja,Ei,31-35,mies,5.0,Korkeakoulu ,5.0,,,,,,,,Turku,Konsulttitalossa,1.0,0.0,Software developer ,4300.0,53750.0,,Ei,,,,fi,c24935946cb094d2,Software developer ,4479.166666666667,4479.166666666667
2023-09-08 13:29:10.908,Laskuttaja,Ei,31-35,mies,10.0,Diplomi-insinööri,10.0,3.0,"Full stack, cloud, arkkitehtuuria, agile",97.0,140000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,Muu,,,,fi,92feb942e2131587,,,
2023-09-08 13:29:16.863,Palkansaaja,Ei,31-35,mies,11.0,ammattikorkeakoulu,0.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.0,Software developer,4600.0,55200,,Kyllä,,,,fi,b0a58345cd09ba51,Software developer,4600.0,4600.0
2023-09-08 13:29:21.392,Palkansaaja,Ei,26-30,mies,7.0,Tietotekniikan diplomi-insinööri,4.0,,,,,,,,Tampere,Konsulttitalossa,1.0,0.5,Full stack developer,4600.0,60000,,Kyllä,,,,fi,656f8f443abf8305,*Full-stack Developer,5000.0,5000.0
2023-09-08 13:29:27.700,Palkansaaja,Ei,41-45,mies,17.0,Ammattikorkeakoulututkinto,2.7,,,,,,,,Tampere,Konsulttitalossa,1.0,1.0,Test Automation Developer,5025.34,63000,,Kyllä,,,,fi,d515d549ecbe9de1,Test Automation Developer,5250.0,5250.0
2023-09-08 13:29:39.924,Palkansaaja,Ei,26-30,nainen,0.0,,0.0,,,,,,,Wolt Enterprises ,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.9,Frontend web developer,3800.0,47500.0,,Kyllä,,,,fi,e05ba0467b76fb77,Frontend web developer,3958.3333333333335,3958.3333333333335
2023-09-08 13:29:49.037,Palkansaaja,laskuttaja → palkansaaja,36-40,mies,25.0,Filosofian maisteri (Tietojenkäsittelytiede),0.0,,,,,,,"Saksalainen pörssiyhtiö, Suomen toimipiste",PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.2,Pilvi-infrastruktuurista vastaavan tiimin lead,12500.0,155000,"15% bonus-pohjainen komponentti, 85% taattu kuukausipalkka",Muu,En usko että saisin täysin suomalaisesta yhtiöstä samanlaista palkkaa,,,fi,00ba535549cf6ac6,Pilvi-infrastruktuurista vastaavan tiimin lead,12916.666666666666,12916.666666666666
2023-09-08 13:29:55.536,Palkansaaja,Ei,26-30,mies,7.0,Yliopisto-opintoja,1.0,,,,,,,,Jyväskylä,Konsulttitalossa,1.0,0.4,Frontend developer,4500.0,56000,,Kyllä,,,,fi,d4c128fd1ee252dd,Frontend developer,4666.666666666667,4666.666666666667
2023-09-08 13:30:17.636,Palkansaaja,Ei,41-45,,25.0,Yliopisto,0.0,,,,,,,,Turku,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.03,Software architect,7100.0,98000,,Kyllä,,,,fi,f624690ccd9e3d96,Software architect,8166.666666666667,8166.666666666667
2023-09-08 13:30:37.281,Palkansaaja,Ei,36-40,mies,12.0,Diplomi-insinööri,,,,,,,,,PK-seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.9,Lead backend developer (python),6283.0,78537.5,,Kyllä,,,,fi,47d0914120d4d28a,Lead backend developer (python),6544.791666666667,6544.791666666667
2023-09-08 13:31:01.711,Palkansaaja,Ei,36-40,nainen,1.0,Perustutkinto Ammattikoulusta ,0.0,,,,,,,,Kuusamo,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.0,Full-stack developer,2456.0,32000,,Kyllä,,,,fi,97d52426c6822dbe,*Full-stack Developer,2666.6666666666665,2666.6666666666665
2023-09-08 13:31:20.020,Palkansaaja,Ei,26-30,mies,2.0,Insinööri (AMK),26.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.4,Fullstack Developer,3750.0,45000,,Kyllä,,,,fi,8fec501ba8f9b123,*Full-stack Developer,3750.0,3750.0
2023-09-08 13:32:06.974,Palkansaaja,Ei,36-40,mies,10.0,"FM, tietojenkäsittelytiede",3.0,,,,,,,Anders Innovations,PK-seutu,Konsulttitalossa,1.0,0.5,Senior developer,5100.0,61200,65725,Kyllä,,,,fi,2b54465e4f93128b,*Senior Developer,5100.0,5100.0
2023-09-08 13:32:49.348,Laskuttaja,Ei,26-30,mies,7.0,Tietotekniikan DI,10.3,3.0,Full stack -devausta (fronttipainotuksella),,170000.0,Itse,Ulkomailta,,,,,,,,,,Muu,,"Etäilen Jenkkeihin oman Oy:n kautta, eli olen de jurii laskuttaja, de facto työntekijä.","Oman kompensaationi euromääräinen arvo vaihtelee dollarin kurssin myötä, kenties joku alasvetovalikko valuutalle voisi olla hyvä lisä?",fi,44690b77a632c085,,,
2023-09-08 13:32:52.237,Palkansaaja,Ei,21-25,mies,4.0,TJT-opintojen maisterivaihe kohta paketissa!,6.0,,,,,,,Liian pieni firma!,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.0,,3300.0,41250.0,,Ei,,,,fi,fe0251108e4712c1,,3437.5,3437.5
2023-09-08 13:33:04.788,Palkansaaja,Ei,31-35,mies,6.0,Ammattikorkeakoulu,5.0,,,,,,,,Tampere,Konsulttitalossa,1.0,0.2,Frontend developer,4500.0,56250,,Kyllä,,,,fi,aef5f1d422707652,Frontend developer,4687.5,4687.5
2023-09-08 13:33:48.367,Palkansaaja,Ei,36-40,mies,5.0,,17.0,,,,,,,,PK-seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.2,Fullstack developer,4736.0,61000,,Kyllä,,,,fi,ff271b964f633afd,*Full-stack Developer,5083.333333333333,5083.333333333333
2023-09-08 13:34:07.576,Palkansaaja,Ei,41-45,mies,18.0,Yliopisto-opintoja (kesken),20.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.25,Software Architect,8000.0,96000,,Kyllä,,,,fi,daec13c4ab52d08b,Software Architect,8000.0,8000.0
2023-09-08 13:34:37.389,Palkansaaja,Ei,41-45,mies,10.0,,4.0,,,,,,,,Turku,Konsulttitalossa,1.0,0.1,Front-end / Full-stack,4200.0,52500,,Kyllä,,,,fi,983a5b17192dc5b0,Front-end / Full-stack,4375.0,4375.0
2023-09-08 13:35:21.241,Palkansaaja,Ei,36-40,mies,12.0,Automaatiotekniikan diplomi-insinööri,3.0,,,,,,,Leanware,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.01,Fullstack developer,4936.53,61377,,Kyllä,,,,fi,a2bc7fcce6e61bdd,*Full-stack Developer,5114.75,5114.75
2023-09-08 13:35:27.095,Palkansaaja,Ei,41-45,mies,6.0,Ylempi korkeakoulututkinto (tietotekniikan Master of Science),0.0,,,,,,,Futurice,PK-seutu,Konsulttitalossa,0.8,0.0,"Fullstack developer, web apps",3910.0,52500,Peruspalkan lisäksi tulee muuttuva bonus riippuen miten firmalla menee. Osakeohjelmaan osallistuvat saavat ostaa tietyllä summalla osakkeita kerran vuodessa ja saavat pari optiota jokaista osaketta kohden.,Ei,,,,fi,9866ccaa387d70d7,*Full-stack Developer,4375.0,5468.75
2023-09-08 13:36:47.025,Palkansaaja,Ei,26-30,mies,4.0,DI,11.0,,,,,,,,PK-seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.2,Software developer,5200.0,65000.0,,Muu,,,,fi,aa7e362768f3d881,Software developer,5416.666666666667,5416.666666666667
2023-09-08 13:38:33.808,Palkansaaja,Ei,31-35,,8.0,Tekniikan kandidaatti,24.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.2,Senior Full Stack Software Engineer,6100.0,80000,,Kyllä,,,,fi,44436e75b4993178,Senior Full Stack Software Engineer,6666.666666666667,6666.666666666667
2023-09-08 13:38:44.943,Palkansaaja,Ei,46-50,nainen,26.0,,5.0,,,,,,,Mehiläinen,Turku,,1.0,0.1,,5900.0,76700,,Ei,,,,fi,0b7ca73bd5347bfe,,6391.666666666667,6391.666666666667
2023-09-08 13:38:56.288,Palkansaaja,Ei,31-35,mies,5.0,,48.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.0,Senior Software Developer,5000.0,60000,,Ei,,,,fi,b233a7a0378e173f,*Senior Developer,5000.0,5000.0
2023-09-08 13:38:57.944,Palkansaaja,Ei,36-40,mies,6.0,Luonnontieteiden kandidaatti,3.0,,,,,,,,Jyväskylä,Konsulttitalossa,0.8,0.5,Testiautomaatiokehittäjä,4220.0,44335,Laskutukseen perustiva provisio maksimissaan 10% kk-palkasta,Kyllä,,,,fi,842c2566e152043e,Testiautomaatiokehittäjä,3694.5833333333335,4618.229166666667
2023-09-08 13:39:05.015,Palkansaaja,Ei,31-35,mies,18.0,yliopisto-dropout,10.0,,,,,,,,Turku,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.5,Full-stack lead dev,6000.0,75000,optioita,Kyllä,,,,fi,a79ce4ba98cf35b7,Full-stack lead dev,6250.0,6250.0
2023-09-08 13:41:11.407,Palkansaaja,Ei,21-25,nainen,2.0,Muotoilija (AMK),3.0,,,,,,,it-talo,PK-seutu,Konsulttitalossa,1.0,0.5,Junior käyttöliittymäsuunnittelija,3320.0,500,-,Kyllä,,,,fi,b63821156e6813af,Junior käyttöliittymäsuunnittelija,41.666666666666664,41.666666666666664
2023-09-08 13:41:11.822,Palkansaaja,Ei,36-40,mies,16.0,Insinööri (AMK),3.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.4,Designer / Front-end developer,7000.0,86000,,Kyllä,,,,fi,79773422d8b81314,Designer / Front-end developer,7166.666666666667,7166.666666666667
2023-09-08 13:41:47.035,Laskuttaja,Ei,36-40,mies,16.0,DI,3.0,3.0,Backend devausta datapuolella,54.0,92000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,Muu,,,,fi,834f887e888b1c92,,,
2023-09-08 13:42:23.182,Palkansaaja,Ei,51-55,mies,30.0,peruskoulu,0.0,,,,,,,frends,PK-seutu,Konsulttitalossa,1.0,0.05,Integration developer,4800.0,1000,KKpalkka + kvartaalibonus,Muu,Palkka on ok - en tiedä miten se vertautuu muihin,,,fi,cefd8b252ead266b,Integration developer,83.33333333333333,83.33333333333333
2023-09-08 13:42:31.304,Palkansaaja,Ei,36-40,mies,15.0,amk,25.0,,,,,,,,,Konsulttitalossa,1.0,0.15,Fullstack Developer,5500.0,70000,,Kyllä,,,,fi,1a3a07b6a8156013,*Full-stack Developer,5833.333333333333,5833.333333333333
2023-09-08 13:43:12.143,Palkansaaja,Ei,31-35,mies,8.0,Maisteri,1.25,,,,,,,,Oulu,Konsulttitalossa,1.0,0.4,"Cloud engineer, esimies",4400.0,60000,KPI-perustainen bonusmalli joka meni puihin tänä vuonna -> pienempi bonus tänä vuonna.,Ei,,,,fi,7e6a8e809353bd5e,"Cloud engineer, esimies",5000.0,5000.0
2023-09-08 13:43:36.248,Palkansaaja,Ei,31-35,nainen,0.0,"Filosofian maisteri, tietojenkäsittelytieteet",,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.8,Fullstack developer,2548.0,31850.0,,Ei,,,,fi,7f667f1b27c79c9e,*Full-stack Developer,2654.1666666666665,2654.1666666666665
2023-09-08 13:44:00.605,Palkansaaja,Ei,46-50,mies,4.0,Insinööri,1.0,,,,,,,,Oulu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.05,Test developer,3160.0,39500.0,,Ei,,,Oletko etsimässä työpaikkaa? Vaihtaisitko paremman palkattuun tehtävään? ,fi,fba757fd039563cd,Test developer,3291.6666666666665,3291.6666666666665
