Timestamp	Oletko palkansaaja vai laskuttaja?	Oletko siirtynyt palkansaajasta laskuttajaksi tai päinvastoin 1.10.2022 jälkeen?	Ikä	Sukupuoli	Työkokemus alalta (vuosina)	Koulutustaustasi	Tulojen muutos viime vuodesta (%)	Montako vuotta olet tehnyt laskuttavaa työtä alalla?	Mitä palveluja tarjoat?	Tuntilaskutus (ALV 0%, euroina)	Vuosilaskutus (ALV 0%, euroina)	Hankitko asiakkaasi itse suoraan vai käytätkö välitysfirmojen palveluita?	Mistä asiakkaat ovat?	Työpaikka	Missä kaupungissa työpaikkasi pääasiallinen toimisto sijaitsee?	Millaisessa yrityksessä työskentelet?	Työaika	Kuinka suuren osan ajasta teet lähityönä toimistolla?	Rooli / titteli	Kuukausipalkka (brutto, euroina)	Vuositulot (sis. bonukset, osingot yms, euroina)	Vapaa kuvaus kokonaiskompensaatiomallista	Onko palkkasi nykyroolissasi mielestäsi kilpailukykyinen?	Vapaa sana	Palautetta kyselystä ja ideoita ensi vuoden kyselyyn
08/09/2023 13:07:49	Palkansaaja	En	31-35	Nainen	8	it-tradenomi	5								PK-Seutu (Helsinki, Espoo, Vantaa)	Julkinen tai kolmas sektori	100	20	Frontend developer	5500	71500		Kyllä		
08/09/2023 13:07:53	Palkansaaja	En	46-50	Mies	20		0								Tampere	Konsulttitalossa	100	0	Web developer	3200			Ei		
08/09/2023 13:08:01	Palkansaaja	En	26-30	mies	3	tietojenkäsittelytieteen maisteri	13								Turku	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	95	Android developer, embedded c++ developer ja full stack developer	3500	44000	Satunnaisia pieniä joulubonuksia, muuten kuukausipalkka.	Ei	Pieni lvi-alan yritys, joten palkat eivät ole ns. it-tasoa. Viihtyvyys ja stressittömyys on sen sijaan todella hyvää tasoa.	
08/09/2023 13:08:32	Palkansaaja	En	41-45	Tihkutympönen	23	AMK	1								Tampere	Konsulttitalossa	100	5	Ohjelmistoarkkitehti	5300	72000		Ei		
08/09/2023 13:08:56	Laskuttaja	En	41-45	Nainen	8	AMK	0	10	Front-End	30	50000	Itse, Käytän välitysfirmoja	Suomesta, Ulkomailta												
08/09/2023 13:09:00	Laskuttaja	En	46-50	M	37	Datanomi	-12	20	ARK, full stack	120	227000	Itse	Suomesta												
08/09/2023 13:09:06	Palkansaaja	En	26-30	Mies	5	Ylempi korkeakoulututkinto	31							Gofore	Jyväskylä	Konsulttitalossa	100	100	Embedded software developer	4600	60000	Osakesäästöohjelma ja yrityksen bonusohjelma	Ei		
08/09/2023 13:09:11	Palkansaaja	En	26-30	mies	7	Ammattikoulu	15								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	80	5	full stack developer	6300	83000		Kyllä		
08/09/2023 13:10:24	Palkansaaja	En	21-25	Mies	4	Ylempi korkeakoulututkinto	40								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	10	Lead developer	6200			Kyllä		
08/09/2023 13:10:42	Palkansaaja	En	26-30	Mies	6.5	Diplomi-insinööri	0								Tampere	Konsulttitalossa	100	90	Senior fullstack developer	5200	62400		Kyllä		Vapaat vastaukset esimerkiksi koulutukseen voivat tehdä datan analysoinnista hankalampaa
08/09/2023 13:10:52	Palkansaaja	En	26-30	Mies	5	Diplomi-insinööri	3.5							Reaktor	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	100	Software developer	5350	69000		Kyllä		
08/09/2023 13:11:02	Palkansaaja	En	36-40	Nainen	3	AMK									Tampere	Konsulttitalossa	100	0	Full stack developer	3600	45000		Kyllä		
08/09/2023 13:11:16	Palkansaaja	En	31-35	Mies	10	DI									PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	60	Lead developer	5000		Prosenttiosuus laskuktetusta työstä, takuupalkka mikäli ei ole projektissa	Kyllä		
08/09/2023 13:11:22	Laskuttaja	En	36-40	mies	12	DI	0	5	Full stack development	80	105000	Itse	Suomesta											Startupista optiot, laskennallisesti ~+15000e/v	
08/09/2023 13:11:27	Palkansaaja	En	26-30	nainen	2.5		7								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	10	Full stack developer	4300			Kyllä		
08/09/2023 13:11:28	Laskuttaja	En	46-50	Mies	26	Ammatillinen tutkinto	0	9	full stack, architecture, technical project management, consulting	114	145647	Itse	Ulkomailta												
08/09/2023 13:11:34	Palkansaaja	En	31-35	Mies	10	Filosofian Maisteri (Tietotekniikka)	3							Alle 30 hengen startup	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	20	Team Lead / Senior Full-Stack Developer	6700	80400	Osakkeita ja optioita (itse valitussa suhteessa), realistinen arvo, jos startup tekee joskus onnistuneen exitin < 100 000€	Voisin varmaan saada halutessani up to 1000€ parempaa liksaa, mutta työajat ei vältsisti olis 7,5h päivässä		Ah-mazing!
08/09/2023 13:11:48	Palkansaaja	En	31-35	Mies	3.5	Tietojenkäsittelytiedo @ Helsingin Yliopisto	3.5							Reaktor	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	100	Software Developer	4900	63000		Kyllä		
08/09/2023 13:11:57	Palkansaaja	En	26-30	Mies	6	Maisteritutkinto Aallon Tietotekniikalta, joskin tämä saavutettu työskentelyn ohella, eli papereiden pohjalta olen ollut pätevä vain joitain kuukausia :)	13								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	80	15	Software Developer	4100	53000	Kiinteä palkka + firman tulokseen perustuva bonusosa (suurin osa kiinteää)	Ei		
08/09/2023 13:12:01	Palkansaaja	En	36-40	mies	13	amk	9								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	25	senior software engineer	6300	83000		Kyllä		
08/09/2023 13:12:07	Palkansaaja	En	31-35	mies	7	amk	15								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	75	Software developer / team lead	6000	1000	laskutuslisä	Kyllä		
08/09/2023 13:12:08	Palkansaaja	En	26-30	M	5	DI	3.5							Reaktor	Turku	Konsulttitalossa	100	50	Full stack developer	4663	60000		Kyllä		
08/09/2023 13:12:12	Palkansaaja	En	31-35	Mies	7	IT-opiskelija	20								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	30	Software Engineer and Partner	6000	84000	Palkka, bonukset ja osinko	Kyllä		
08/09/2023 13:12:27	Palkansaaja	En	31-35	nainen	3	Bootcamp	6							Wolt	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	20	Frontend developer	4500	88000	Osakkeita	Kyllä		
08/09/2023 13:12:39	Palkansaaja	En	41-45	mies	20	alempi korkeakoulututkinto	5								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	0	Principal software engineer	10700	210000	Rahallisen bonuksen osuus kokonaistuloista on huomattava	Kyllä		
08/09/2023 13:13:28	Palkansaaja	En	41-45		25	Insinööri	3								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	2	backend developer	6200	75000	Optiot	Kyllä		
08/09/2023 13:13:28	Palkansaaja	En	31-35	mies	4	Tekniikan kandidaatti, läheltä liippaavalta alalta	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	70	50		3000					
08/09/2023 13:13:51	Palkansaaja	En	26-30	mies	15	Ylioppilas	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	30	Lead ML Engineer	7000	90000	Osingot	Kyllä		
08/09/2023 13:14:06	Palkansaaja	En	26-30	Mies	8	Diplomi-insinööri	3								Tampere	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	90	Senior Software Engineer / Embedded	5650	71000		Kyllä		
08/09/2023 13:14:47	Palkansaaja	En	26-30	Mies	5	Tietotekniikan DI	3							Reaktor	Turku	Konsulttitalossa	100	90	Full-Stack Developer	4750	62500		Kiinteän kuukausipalkan konsulttitaloista en varmaan saisi enempää Turussa. Provisiopohjainen palkka luonnollisesti olisi varmaan isompi.		
08/09/2023 13:15:00	Palkansaaja	En	36-40	Mies	9	Filosofian maisteri (tietojenkäsittelytiede)	2								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	20	senior software developer	5123	65000		Palkka ei ole proviisiopohjainen, joten sama palkka oli projektissa tai ei		
08/09/2023 13:15:08	Palkansaaja	En	31-35	mies	5.5	Tietojenkäsittelytiede FM	7.5							Vincit	Turku	Konsulttitalossa	100	15	Full-stack developer	4500	54000		Ei		
08/09/2023 13:15:08	Palkansaaja	En	36-40	Mies	0.5	AMK-koulutus muulta alalta	0								Kuopio	Tuotetalossa, jonka core-bisnes on softa	100	10	Full stack developer	3000	36000		Kyllä		
08/09/2023 13:15:08	Palkansaaja	En	31-35	Mies	1	Alempi korkeakoulututkinto	8							Capgemini	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	20	Consultant	3133	1020		Ei		
08/09/2023 13:15:43	Laskuttaja	En	31-35	Mies	4	Lipasto	40	3	Backend		217000	Itse	Ulkomailta												
08/09/2023 13:15:43	Palkansaaja	En	36-40	Mies	2	AMK	56								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	0	Automation developer	4000	55000	Bonukset	Kyllä		
08/09/2023 13:16:02	Palkansaaja	En	26-30	Mies	3	BIT, tradenomi AMK	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	10	Software Engineer	3500	44000		Ei		
08/09/2023 13:16:19	Laskuttaja	En	31-35	mies	15	Yliopisto Kandidaatti (Yhdysvalloissa)	4	3	backend, full stack, infraa, ja kaikkea muutakin	120	180000	Itse	Ainostaan Yhdysvalloista. No exceptions.											Olen ulkomailla kasvanut/koulutettu suomalainen ja suurin osaa työuraani on muualla. Kun vihdoin päätin muuttaa Suomeen olin ihan shokissa että alan "kokeneet" Suomalaiset hyväksyy palkkaa mitä ite sain 10v sitten kesäharjoittelijana. Ei mitään järkeä. Haluaisin kovasti muuttaa tätä tilannetta Suomessa mutten tiedä mistä aloittaisi. Voisi jopa huomattavasti nostaa koko Suomen BKTtä jos Suomalaiset osaisivat vaatia alan normaalia palkkatasoa työstään.	
08/09/2023 13:16:30	Palkansaaja	En	41-45	Mies	17	Yliopisto	11								Jyväskylä	Tuotetalossa, jonka core-bisnes on softa	100	0	Software Architect	5900	75000		Kyllä		
08/09/2023 13:16:52	Palkansaaja	En	36-40	Mies	10	FM (tietojenkäsittelytiede)	2							Vincit Oyj	Turku	Konsulttitalossa	100	10	Full stack developer	4750	58000	osakkeista pientä vuosituottoa	Kyllä		
08/09/2023 13:17:09	Palkansaaja	En	41-45	Nainen	1	Alempi korkeakoulututkinto	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	40	Fullstack software designer	3200			Kyllä		
08/09/2023 13:17:13	Palkansaaja	En	31-35	Mies	10	Insinööri (AMK)	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	5	Senior Game Programmer	4600	0		Ei		
08/09/2023 13:17:23	Palkansaaja	En	36-40	Mies	4	AMK	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	20	Backend developer	4100			Vaikea sanoa		
08/09/2023 13:17:35	Laskuttaja	En	26-30	Mies	3	Diplomi-Insinööri	12	2	Webbisoftaa, frontti+bäkkäri ja vähän infraa	72	110000	Käytän välitysfirmoja	Suomesta												
08/09/2023 13:19:36	Palkansaaja	Kyllä, laskuttajasta palkansaajaksi	31-35	Mies	11	DI (TuTa)								Startup	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	80	CTO	6000	78000	26% yhtiön omistuksesta	Kyllä		
08/09/2023 13:19:49	Palkansaaja	En	26-30	Mies	3.5	Elektroniikka-asentaja amis	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	5	Senior Full Stack Developer	6500	0		Kyllä		
08/09/2023 13:19:59	Palkansaaja	En	36-40	Mies	9	AMK	3								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	10	Senior Frontend Developer	5150	65000	Optioita vestautuu n. 500€/kk verran. Tietty niistä maksetaan maksu kotiutettaessa ja verot päälle, niin hyöty on paljon pienempi.	Ei		
08/09/2023 13:20:01	Palkansaaja	En	36-40	Mies	8	AMK	3							Yleisradio	PK-Seutu (Helsinki, Espoo, Vantaa)	Julkinen tai kolmas sektori	100	50	React Developer	5468			Kyllä		
08/09/2023 13:20:09	Palkansaaja	En	21-25	Mies	2.5	AMK	14								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	95	Product Owner	3500	45000		Ei		
08/09/2023 13:20:17	Laskuttaja	En	41-45	Mies	20	DI, tietotekniikka	0	2	Softadevausta, full stack	90	155000	Käytän välitysfirmoja	Suomesta												
08/09/2023 13:20:50	Palkansaaja	En	36-40	M	12	DI	10								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	90	50	Manager	7750	100000		Kyllä		
08/09/2023 13:20:52	Palkansaaja	En	31-35	Mies	5		9.3								Turku	Konsulttitalossa	100	50		4100	49200		En osaa sanoa.		
08/09/2023 13:20:57	Palkansaaja	En	26-30	Mies	5.5	Ylempi korkeakoulututkinto	11								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	40	Full-stack cloud developer	5000	60000		Kyllä		
08/09/2023 13:21:21	Palkansaaja	En	31-35	Nainen	9	DI	5								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	20	Fullstack developer	5210	65646		Kyllä		
08/09/2023 13:21:21	Palkansaaja		31-35	Mies	9	AMK	3								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	20	Fullstack developer	5400	65000		Ei		
08/09/2023 13:22:37	Laskuttaja	En	36-40	Mies	15	TiTe DI	5	2.8	Fullstack softadevaus, + devops + melkein mikä vaan devaus mikä on tarpeen	95	130	Käytän välitysfirmoja	Suomesta												Ehkä voisi olla jonkinlainen "kuinka monta tuntia keskimäärin laskutat kuukaudessa/viikossa" kenttä, vaikka toki se vuosilaskutus hieman antaa siihen osviittaa. Sen pointti olisi se, että voisi vertailla, kuinka paljon tunteja tehdään töitä laskuttajana vs palkansaajana (jos palkansaaja-puolella on vastaava kysymys työajasta).
08/09/2023 13:22:52	Palkansaaja	En	31-35	Mies	3	Ammattikorkeakoulu, tietojenkäsittelyn tradenomi	35								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	5	Security consultant	4000	48000		Kyllä		
08/09/2023 13:23:12	Palkansaaja	En	41-45	Mies	18	Diplomi-insinööri	7								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	90	Principal Consultant	7485	100000	Tulospalkkio minkä suuruus riippuu performanssista, prosenttiosuus vuosipalkasta	Kyllä		
08/09/2023 13:23:14	Palkansaaja	En	31-35	Mies	6	Tieto- ja viestintätekniikan insinööri (AMK)	15							BeeHealthy	Turku	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	80	0	Software developer	4040			Kyllä		
08/09/2023 13:23:23	Palkansaaja	En	21-25	Mies	5										PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	25	Full-stack developer	3510					
08/09/2023 13:23:41	Palkansaaja	En	31-35	M	10	Datanomi	8								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	0	Lead developer	4250	52000		Kyllä		
08/09/2023 13:24:10	Palkansaaja	En	36-40	Mies	11	Filosofian maisteri, tietojenkäsittelytiede									Turku	Tuotetalossa, jonka core-bisnes on softa	100	20	Software developer	5500	66000		Kyllä		
08/09/2023 13:24:28	Palkansaaja	En	36-40	Mies	15	Ammattikorkeakoulu	10								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	10	Data-arkkitehti	6900	85000	Peruspalkka + kuukausittainen laskutukseen perustuva bonus + vuosittaiset pienmmät bonukset	Kyllä		
08/09/2023 13:24:31	Palkansaaja	En	41-45	Mies	20	Tietotekniikka	1							Vincit	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	10	Software Developer	6300			Kyllä		
08/09/2023 13:24:50	Palkansaaja	En	41-45	Nainen	1	ammattikoulu	3								Tampere	startup	100	20	software developer	3200	40000		Kyllä		
08/09/2023 13:24:53	Palkansaaja	En	26-30	Miesoletettu	5	Toinen aste	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	5	Full-stack Developer	4000	51000		Ei		
08/09/2023 13:25:38	Palkansaaja	En	26-30	mies	4	Luonnontieteiden kandidaatti	12								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa		100	Software Developer	5400	67500		rajoilla		
08/09/2023 13:26:02	Palkansaaja	En	46-50	Mies	20	DI	2								Tampere	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	20	Software architect	5100	70000		Ei		
08/09/2023 13:26:17	Palkansaaja	En	21-25	Mies	3	Tekniikan kandi	+26							Oyj	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	100	Junior Software developer	3000	13000	Palkkana kaikki	Parani hyvin mutta neuvotteluvaraa on	Joko töissä 100% tai 0%	
08/09/2023 13:27:13	Palkansaaja	En	31-35	Mies	4	KTM	16								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	50	Data engineer	4800	60000	Peruspalkka + edut + tulospalkka	Kyllä		
08/09/2023 13:27:35	Palkansaaja	En	26-30		7	Ammattikoulu	11								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	10	Web developer	4200	52416		Ei		
08/09/2023 13:27:39	Palkansaaja	En	26-30	Mies	3.5	Filosofian Maisteri (Kyberturvallisuus)	16								Tampere	Konsulttitalossa	100	1	Cyber Security Specialist	5000	65000		Kyllä		
08/09/2023 13:27:50	Palkansaaja	En	31-35	Mies	9	Filosofian maisteri (fysiikka)	35								Jyväskylä	Tuotetalossa, jonka core-bisnes on softa	100	100	Data science lead	6300	79000	Kk-palkka + optiot	Ei	2727	
08/09/2023 13:28:21	Palkansaaja	En	36-40	mies	7	Yliopisto	14.1								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	80	15	Full stack software development	4240			Ei		
08/09/2023 13:28:32	Palkansaaja	En	31-35	Mies	12	Ammattikoulu	0							Wunder Finland Oy	Turku	Konsulttitalossa	100	0	Drupal Developer	3734	45500	Palkka + "Halibonus" (5 virtuaalihalia annettavana työkavereille per viikko, määräajoin jaetaan X€ per saatu hali bonusta palkkaan)	Ei		
08/09/2023 13:28:40	Palkansaaja	En	31-35	Mies	5	Korkeakoulu 	5								Turku	Konsulttitalossa	100	0	Software developer 	4300			Ei		
08/09/2023 13:29:11	Laskuttaja	En	31-35	Mies	10	Diplomi-insinööri	10	3	full stack, cloud, arkkitehtuuria, agile	97	140000	Käytän välitysfirmoja	Suomesta												
08/09/2023 13:29:17	Palkansaaja	En	31-35	Mies	11	ammattikorkeakoulu	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	0	Software developer	4600	55200		Kyllä		
08/09/2023 13:29:21	Palkansaaja	En	26-30	Mies	7	Tietotekniikan diplomi-insinööri	4								Tampere	Konsulttitalossa	100	50	Full stack developer	4600	60000		Kyllä		
08/09/2023 13:29:28	Palkansaaja	En	41-45	Mies	17	Ammattikorkeakoulututkinto	2.7								Tampere	Konsulttitalossa	100	100	Test Automation Developer	5025.34	63000		Kyllä		
08/09/2023 13:29:40	Palkansaaja	En	26-30	nainen	0.5		0							Wolt Enterprises OY 	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	90	Frontend web developer	3800			Kyllä		
08/09/2023 13:29:49	Palkansaaja	Kyllä, laskuttajasta palkansaajaksi	36-40	Mies	25	Filosofian maisteri (Tietojenkäsittelytiede)	0							Saksalainen pörssiyhtiö, Suomen toimipiste	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	20	Pilvi-infrastruktuurista vastaavan tiimin lead	12500	155000	15% bonus-pohjainen komponentti, 85% taattu kuukausipalkka	En usko että saisin täysin suomalaisesta yhtiöstä samanlaista palkkaa		
08/09/2023 13:29:56	Palkansaaja	En	26-30	Mies	7	Yliopisto-opintoja	1								Jyväskylä	Konsulttitalossa	100	40	Frontend developer	4500	56000		Kyllä		
08/09/2023 13:30:18	Palkansaaja	En	41-45		25	Yliopisto	0								Turku	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	3	Software architect	7100	98000		Kyllä		
08/09/2023 13:30:37	Palkansaaja	En	36-40	Mies	12	Diplomi-insinööri									PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	90	Lead backend developer (python)	6283			Kyllä		
08/09/2023 13:31:02	Palkansaaja	En	36-40	Nainen	1	Perustutkinto Ammattikoulusta 	0								Kuusamo	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	0	Full-stack developer	2456	32000		Kyllä		
08/09/2023 13:31:20	Palkansaaja	En	26-30	Mies	2	Insinööri (AMK)	26								Tampere	Tuotetalossa, jonka core-bisnes on softa	100	40	Fullstack Developer	3750	45000		Kyllä		
08/09/2023 13:32:07	Palkansaaja	En	36-40	Mies	10	FM, tietojenkäsittelytiede	3							Anders Innovations	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	50	Senior developer	5100	61200	65725	Kyllä		
08/09/2023 13:32:49	Laskuttaja	En	26-30	Mies	7	Tietotekniikan DI	10.3	3	Full stack -devausta (fronttipainotuksella)		170000	Itse	Ulkomailta											Etäilen Jenkkeihin oman Oy:n kautta, eli olen de jurii laskuttaja, de facto työntekijä.	Oman kompensaationi euromääräinen arvo vaihtelee dollarin kurssin myötä, kenties joku alasvetovalikko valuutalle voisi olla hyvä lisä?
08/09/2023 13:32:52	Palkansaaja	En	21-25	Mies	4	TJT-opintojen maisterivaihe kohta paketissa!	6							Liian pieni firma!	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	0		3300			Ei		
08/09/2023 13:33:05	Palkansaaja	En	31-35	Mies	6	Ammattikorkeakoulu	5								Tampere	Konsulttitalossa	100	20	Frontend developer	4500	56250		Kyllä		
08/09/2023 13:33:48	Palkansaaja	En	36-40	Mies	5		17								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	20	Fullstack developer	4736	61000		Kyllä		
08/09/2023 13:34:08	Palkansaaja	En	41-45	Mies	18	Yliopisto-opintoja (kesken)	20								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	25	Software Architect	8000	96000		Kyllä		
08/09/2023 13:34:37	Palkansaaja	En	41-45	Mies	10		4								Turku	Konsulttitalossa	100	10	Front-end / Full-stack	4200	52500		Kyllä		
08/09/2023 13:35:21	Palkansaaja	En	36-40	Mies	12	Automaatiotekniikan diplomi-insinööri	3							Leanware Oy	Tampere	Tuotetalossa, jonka core-bisnes on softa	100	1	Fullstack developer	4936.53	61377		Kyllä		
08/09/2023 13:35:27	Palkansaaja	En	41-45	Mies	6	Ylempi korkeakoulututkinto (tietotekniikan Master of Science)	0							Futurice	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	80	0	Fullstack developer, web apps	3910	52500	Peruspalkan lisäksi tulee muuttuva bonus riippuen miten firmalla menee. Osakeohjelmaan osallistuvat saavat ostaa tietyllä summalla osakkeita kerran vuodessa ja saavat pari optiota jokaista osaketta kohden.	Ei		
08/09/2023 13:36:47	Palkansaaja	En	26-30	mies	4	DI	11								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	20	Software developer	5200					
08/09/2023 13:38:34	Palkansaaja	En	31-35		8	Tekniikan kandidaatti	24								Tampere	Tuotetalossa, jonka core-bisnes on softa	100	20	Senior Full Stack Software Engineer	6100	80000		Kyllä		
08/09/2023 13:38:45	Palkansaaja	En	46-50	Nainen	26		5							Mehiläinen Oy	Turku		100	10		5900	76700		Ei		
08/09/2023 13:38:56	Palkansaaja	En	31-35	Mies	5		48								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	0	Senior Software Developer	5000	60000		Ei		
08/09/2023 13:38:58	Palkansaaja	En	36-40	mies	6	Luonnontieteiden kandidaatti	3								Jyväskylä	Konsulttitalossa	80	50	Testiautomaatiokehittäjä	4220	44335	Laskutukseen perustiva provisio maksimissaan 10% kk-palkasta	Kyllä		
08/09/2023 13:39:05	Palkansaaja	En	31-35	mies	18	yliopisto-dropout	10								Turku	Tuotetalossa, jonka core-bisnes on softa	100	50	full-stack lead dev	6000	75000	optioita	Kyllä		
08/09/2023 13:41:11	Palkansaaja	En	21-25	Nainen	1.5	Muotoilija (AMK)	3							it-talo	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	50	Junior käyttöliittymäsuunnittelija	3320	500	-	Kyllä		
08/09/2023 13:41:12	Palkansaaja	En	36-40	Mies	16	Insinööri (AMK)	3								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	40	Designer / Front-end developer	7000	86000		Kyllä		
08/09/2023 13:41:47	Laskuttaja	En	36-40	Mies	16	DI	3	3	backend devausta datapuolella	54	92000	Käytän välitysfirmoja	Suomesta												
08/09/2023 13:42:23	Palkansaaja	En	51-55	mies	30	peruskoulu	0							frends oy	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	5	Integration developer	4800	1000	KKpalkka + kvartaalibonus	Palkka on ok - en tiedä miten se vertautuu muihin		
08/09/2023 13:42:31	Palkansaaja	En	36-40	mies	15	amk	25									Konsulttitalossa	100	15	Fullstack Developer	5500	70000		Kyllä		
08/09/2023 13:43:12	Palkansaaja	En	31-35	Mies	8	Maisteri	1.25								Oulu	Konsulttitalossa	100	40	Cloud engineer, esimies	4400	60000	KPI-perustainen bonusmalli joka meni puihin tänä vuonna -> pienempi bonus tänä vuonna.	Ei		
08/09/2023 13:43:36	Palkansaaja	En	31-35	Nainen	0.5	Filosofian maisteri, tietojenkäsittelytieteet									PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	80	Fullstack developer	2548			Ei		
08/09/2023 13:44:01	Palkansaaja	En	46-50	Mies	4	Insinööri	1								Oulu	Tuotetalossa, jonka core-bisnes on softa	100	5	Test developer	3160			Ei		Oletko etsimässä työpaikkaa? Vaihtaisitko paremman palkattuun tehtävään? 
