Timestamp	Oletko palkansaaja vai laskuttaja?	Oletko siirtynyt palkansaajasta laskuttajaksi tai päinvastoin 1.10.2023 jälkeen?	Ikä	Sukupuoli	Työkokemus alalta (vuosina)	Koulutustaustasi	Tulojen muutos viime vuodesta (%)	Montako vuotta olet tehnyt laskuttavaa työtä alalla?	Mitä palveluja tarjoat?	Tuntilaskutus (ALV 0%, euroina)	Vuosilaskutus (ALV 0%, euroina)	Hankitko asiakkaasi itse suoraan vai käytätkö välitysfirmojen palveluita?	Mistä asiakkaat ovat?	Työpaikka	Missä kaupungissa työpaikkasi pääasiallinen toimisto sijaitsee?	Millaisessa yrityksessä työskentelet?	Työaika	Kuinka suuren osan ajasta teet lähityönä toimistolla?	Rooli / titteli	Kuukausipalkka (brutto, euroina)	Vuositulot (sis. bonukset, osingot yms, euroina)	Vapaa kuvaus kokonaiskompensaatiomallista	Onko palkkasi nykyroolissasi mielestäsi kilpailukykyinen?	Vapaa sana	Palautetta kyselystä ja ideoita ensi vuoden kyselyyn
09/10/2024 10:47:46	Palkansaaja	En	41-45	Mies	17	DI	2								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	20	Mainly full-stack development	11500	157000	Bonari kerran vuodessa	Kyllä		
09/10/2024 11:19:19	Laskuttaja	En	31-35	mies	11	Tietotekniikan DI	0	3	full stack + arkkitehti	90	100000	Käytän välitysfirmoja	Suomesta												
09/10/2024 11:52:52	Laskuttaja	En	41-45	Mies	20	Diplomi-insinööri	-5	3	Softadevausta (full stack)	80	125000	Käytän välitysfirmoja	Suomesta												
09/10/2024 13:41:17	Palkansaaja	En	31-35	Nainen	10	Filosofian Maisteri, Helsingin yliopisto	9.5								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	20	Senior full-stack developer ja esihenkilö	6350	80000		Kyllä		
09/10/2024 14:38:06	Laskuttaja	En	36-40	Mies	14	Diplomi-insinööri	5	3	Cloud, DevOps, tietoturva, scrum master, projektipäällikkö	95	150000	Itse, Käytän välitysfirmoja	Suomesta												
09/10/2024 15:17:34	Palkansaaja	En	36-40	Nainen 	15	Ylempi korkeakoulututkinto - ekonomi	2								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	10	Cloud solution Architect - Data&AI	6820	103000	Bonus malli joka perustuu Pilvi myynnin lukuihin 75% ja oma kontribuutio 25% - bonus vuosipalkasta välillä 0-20%.	Kyllä		
09/10/2024 15:24:37	Palkansaaja	En	21-25	Mies	3	Tietojenkäsittelytieteen kandi	23							Tietoevry Oy	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	80	SW Developer	3700	45000	Lounasetu, Liikuntaetu, pyöräetu	Ei		
09/10/2024 15:34:58	Palkansaaja	En	36-40	Mies	13	Lukio	12								Turku	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	40	Senior software developer	6200	74400		Kyllä		
09/10/2024 20:04:41	Laskuttaja	Kyllä, palkansaajasta laskuttajaksi	31-35	Mies	10	Humanististen tieteiden kandidaati	10	4	Full stack, mobiili	90	160000	Itse, Käytän välitysfirmoja	Suomesta, Ulkomailta												
09/10/2024 20:06:42	Palkansaaja	En	41-45	mies	26	DI	5							Aiven	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	15	Senior software engineer	6475	80900	optio-ohjelmassa mukana mutta toistaiseksi sieltä ei saa tuloja	Kyllä		
09/10/2024 20:11:43	Palkansaaja	En	26-30	Nainen	8	Ylempi korkeakoulututkinto tietojenkäsittelystä	14								Tampere	Tuotetalossa, jonka core-bisnes on softa	100	0	Team tech lead	6500	78000		Kyllä		
09/10/2024 20:16:46	Palkansaaja	En	36-40	Mies	12	Insinööri (AMK)	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	60	Full-stack developer	5100	66300		Kyllä		
09/10/2024 20:20:59	Palkansaaja	En	36-40	mies	8	insinööri (amk)	0							Mavericks	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	0	Senior software developer	6900	83000		Kyllä		
09/10/2024 20:24:27	Laskuttaja	En	41-45	mies	18	insinööri	0	3	full stack 	85	140000	Käytän välitysfirmoja	Suomesta												
09/10/2024 20:47:50	Palkansaaja	En	36-40	Mies	18	FK	5								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	0	Senior Software Developer	8900	112000	Optioita	Kyllä		
09/10/2024 22:23:34	Palkansaaja	En	31-35	mies	10	Tietojenkäsittelytieteen kandidaatti	2								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	100	Senior software developer	5400	67900		Ei		
10/10/2024 00:22:33	Palkansaaja	En	36-40		8	DI	-10							SOK	PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	40	Data Engineer	5800		palkka+bonus	Kyllä		
10/10/2024 00:30:13	Palkansaaja	En	46-50	Mies	26	FM, matematiikka 	2							Nordcloud 	Jyväskylä	Konsulttitalossa	100	60	Solution Architect	6550	81875	0-15% bonus	Ei		
10/10/2024 07:23:33	Palkansaaja	En	31-35	Mies	12	Automaatioasentaja	0								Oulu	Konsulttitalossa	100	1	Seniori Full-stack Developer	6600	79200		Kyllä		
10/10/2024 08:07:11	Palkansaaja	En	46-50	Mies	22	FM, tietojenkäsittely	3								Turku	Konsulttitalossa	100	5	Senior consultant	7500	80000		Kyllä		
10/10/2024 08:08:52	Laskuttaja	En	31-35	Mies	10	AMK	0	3	full stack devausta	80	130000	Käytän välitysfirmoja	Suomesta												
10/10/2024 08:10:37	Palkansaaja	En	26-30	Mies	6	Lukio	8							Visma	Turku	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	40	Senior Fullstack Developer	3875	46500		Ei		
10/10/2024 08:55:01	Palkansaaja	En	36-40	Mies	10	Tekniikan kandidaatti	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	0	Senior software engineer	6000	75000	Optioita	Kyllä		
10/10/2024 09:03:44	Laskuttaja	En	36-40	N/A	15	DI	-1	5	softadevaus, team lead, devops		160000	Itse	Suomesta												
10/10/2024 10:13:53	Palkansaaja	En	31-35	Mies	8	Dippainssi	7							Metacore	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	80	Programmer	6300	87500	Osakeohjelma + 500eur hupirahaa siivoojaan/privakokkiin/remppaajaan kuussa palkan päälle + perus lounari/kulttuuri/hieronta yms edut.	Kyllä		
10/10/2024 11:15:46	Laskuttaja	En	41-45	Mies	11	Diplomi-insinööri, tietoliikennetekniikka	0	2	Softadevaus, backend	80	134000	Käytän välitysfirmoja	Suomesta												
10/10/2024 11:37:10	Palkansaaja	En	51-55	mies	30	yo	0								Turku	Tuotetalossa, jonka core-bisnes on softa	100	50	full-stack software developer	5000	62500	Optioina pienen pieni siivu yrityksestä	Todennäköisesti enemmänkin olisi mahdollista saada		
10/10/2024 11:38:39	Palkansaaja	En	31-35	mies	9	IT-tradenomi	7.8								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	20	Support / System specialist	4190	54400		Kyllä		
10/10/2024 11:54:25	Palkansaaja	En	36-40	Mies	13	DI	1								Tampere	Tuotetalossa, jonka core-bisnes on softa	100	0	DevOps / Infra engineer	5325	67600	Vuosittainen tulokseen perustuva bonus	Kyllä		
10/10/2024 12:00:55	Laskuttaja	En	26-30	Mies	9	Kandi	1.4	2	Full stack web dev	70	102000	Itse, Käytän välitysfirmoja	Suomesta												
10/10/2024 13:42:43	Palkansaaja	En	31-35	Mies	15	AMK									PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	100	Cloud Architect	7200	200000	Base + yearly bonus + stock	Kyllä		
10/10/2024 15:15:11	Palkansaaja	En	36-40	mies	11	Tradenomi (AMK)	5								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	5	Software developer	5787	72000		Kyllä		
10/10/2024 16:34:22	Palkansaaja	En	41-45	mies	18	diplomi-insinööri	7								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	40	CTO	8000	130000	Vuositulokseen perustuva bonus	Kyllä		
10/10/2024 20:25:56	Palkansaaja	En	36-40	Mies	13	Alempi korkeakoulututkinto	7								Turku	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	70	Senior Software Engineer	5600	72000		Ei		
10/10/2024 21:16:35	Palkansaaja	En	36-40	mies	13	DI (TKK/Aalto)	3								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	90	Senior fullstack developer	6600	83000	Optioita	Olen tietoisesti tinkinyt palkkatasosta ja priorisoinut mielekästä työtä sopivassa porukassa ja oikealla meiningillä	Olin vuosi sitten perhevapaalla, ja tämä vaikutti ainakin palkan muutoksen kirjaamiseen	
10/10/2024 21:45:45	Laskuttaja	En	46-50	Mies	20	DI	0	2	full stack	100	160000	Itse, Käytän välitysfirmoja	Suomesta												
10/10/2024 21:49:13	Palkansaaja	En	36-40	Mies	5	AMK	1								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	80	Software developer	4750	59375		Kyllä		
11/10/2024 00:28:44	Palkansaaja	En	21-25	Mies	2	Elektroniikka ja Sähkötekniikka, tekniikan ylioppilas	17								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	40	20	Ful stack developer	1360			Ei		
11/10/2024 11:57:17	Palkansaaja	En	26-30		3	fm	20								PK-Seutu (Helsinki, Espoo, Vantaa)	Julkinen tai kolmas sektori	100	1		2500			Kyllä		
11/10/2024 12:26:19	Laskuttaja	En	36-40	mies	16	viittä-vaille diplomi-insinööri	3	3	full stack, arkkitehtuuria, lead dev		156000	Itse	Suomesta												
11/10/2024 12:29:21	Palkansaaja	En	36-40	Mies	20		0								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	20	Principal Architect	6600	80000		Kyllä		
11/10/2024 12:29:23	Palkansaaja	En	46-50	Mies	8	FM tietojenkäsittely									PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	90	Software Architect	7050	88125	Ei ole	Kyllä		
11/10/2024 12:30:07	Palkansaaja	En	31-35	Mies	7	Luonnontieteiden kandidaatti	3								Tampere	Konsulttitalossa	100	5	Fullstack developer/konsultti	5790	69000		Kyllä		
11/10/2024 12:30:16	Laskuttaja	En	31-35	Mies	12	Ammattikoulu	5	10	Markkinointiviestintä: Verkkosivut, verkkokaupat.	54	70000	Itse	Suomesta												
11/10/2024 12:30:45	Palkansaaja	En	36-40	Mies	19	Ylioppilas	0								Tampere	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	95	Digital manager	6900	86250		Kyllä		
11/10/2024 12:31:05	Laskuttaja	En	36-40		15	DI	10	5		101	160000	Käytän välitysfirmoja	Suomesta												
11/10/2024 12:31:14	Laskuttaja	En	31-35	M	10	Kandi	10	3	Full stack	69		Itse, Käytän välitysfirmoja	Suomesta												
11/10/2024 12:31:21	Laskuttaja	En	26-30	man	3	none	25	2	full stack	40	65000	Käytän välitysfirmoja	Suomesta												
11/10/2024 12:31:32	Laskuttaja	En	41-45	Mies	15	Diplomi-insinööri	0	1.5	full stack devaus	80	120000	Itse, Käytän välitysfirmoja	Suomesta, Ulkomailta												
11/10/2024 12:31:52	Palkansaaja	Kyllä, laskuttajasta palkansaajaksi	36-40	Mies	20	Tietojenkäsittelytieteen kandi	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	100	Software engineer	8000	200000		Kyllä		
11/10/2024 12:32:03	Palkansaaja	En	36-40		4	FM TKT	5								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	2	Full stack developer 	4900	61250	Ei bonuksia	Kyllä		
11/10/2024 12:32:08	Laskuttaja	En	31-35	mies	8	Tietotekniikan DI (Aalto)	10	4	Full stack devausta		185000	Itse	Ulkomailta												
11/10/2024 12:32:34	Palkansaaja	En	31-35	Nainen	10	Tradenomi	3								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	20	Fullstack	5900	77000		Kyllä		
11/10/2024 12:32:42	Palkansaaja	En	31-35	mies	9	IT-Tradenomi	2								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	30	Senior software developer / Team Lead	6350	0		Kyllä		
11/10/2024 12:32:44	Palkansaaja	En	26-30	Mies	5	Kesken jäänyt tietotekniikan DI-tutkinto	14.29								Kuopio	Tuotetalossa, jonka core-bisnes on softa	100	0	Lead Developer	4000	48000		Ei		
11/10/2024 12:32:52	Palkansaaja	En	41-45	Mies	20	AMK	10								Tampere	Tuotetalossa, jonka core-bisnes on softa	100	0	Test Automation Specialist	5300	67000		Kyllä		
11/10/2024 12:33:02	Palkansaaja	En	36-40	Mies	15	AMK	4								Vaasa	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	80	Solution Architect	5700	75000		Ei		
11/10/2024 12:33:15	Palkansaaja	En	26-30	Mies	6	Tietotekniikan kandidaatti	10								Tampere	Konsulttitalossa	40	60		1557		Sopimus yliopisto-opintojen ohessa. Optio tehdä 100% asti itse niin halutessa	Kyllä		
11/10/2024 12:33:34	Palkansaaja	En	36-40	Mies	13	Insinööri amk	22									Tuotetalossa, jonka core-bisnes on softa	100	0	Full stack developer	5000	62500		Kyllä		
11/10/2024 12:33:45	Palkansaaja	En	26-30	Mies	4	Lukio	20								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	0	XR Developer	5000	60000		Kyllä		
11/10/2024 12:33:47	Palkansaaja	En	41-45	mies	14	tietotekniikan DI-opiskelija	0							Bradley's Digital	Tampere	Konsulttitalossa	100	5	Senior software developer	6320	80000		Kyllä		
11/10/2024 12:33:48	Palkansaaja	En	26-30		8	Tietotekniikan DI	3								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	20	Senior Consultant | Full Stack Developer	5485.5			Kyllä		
11/10/2024 12:33:50	Palkansaaja	En	41-45	Mies	10	Diplomi-insinööri	3								Tampere	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	5	Cloud Architect	7000	95000	Kiinteä palkka + vuosibonus	Kyllä		
11/10/2024 12:33:55	Palkansaaja	En	31-35	nainen	9	IT-tradenomi	4								PK-Seutu (Helsinki, Espoo, Vantaa)	Julkinen tai kolmas sektori	100	20	Frontend developer	5760	0		Kyllä		
11/10/2024 12:33:56	Palkansaaja	En	31-35	Mies	11	Tradenomi	15							Smartly.io	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	50	Lead Full-Stack Software Engineer	6800	94884	base + bonus + optiot	Kyllä		
11/10/2024 12:34:09	Palkansaaja	En	21-25	Mies	1	Lukio, yliopisto kandidaatti opiskelija 4. Vuosi	10							Netum oy	Tampere	Konsulttitalossa	20	10	Junior cloud developer	560	6720	Palkka	Kyllä	Osaaikainen työ opiskeluje  ohella, kesällä täysi päivä mutta niitä lukemia en huomioinut	
11/10/2024 12:34:10	Palkansaaja	En	36-40		13	Kandidaatti									PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	10	Software developer	6300			Kyllä		
11/10/2024 12:34:44	Palkansaaja	En	41-45	Nainen	17	LuK (tietojenkäsittelytiede)	3								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	50	Engineering Team Lead	6500	150000	Osakkeet merkittävä osa kompensaatiota	Kyllä		
11/10/2024 12:35:03	Palkansaaja	En	36-40	Mies	7	Tradenomi, AMK, Tietojenkäsittely	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	20	Senior Software Developer	6500	78000		On, mutta palkkakehitys ei		
11/10/2024 12:36:05	Palkansaaja	En	31-35	Mies	8	Ylioppilas	20									Konsulttitalossa	100	0	Software developer	4800	55000		Kyllä		
11/10/2024 12:36:16	Palkansaaja	En	36-40	Mies	7	AMK	7								Tampere	Tuotetalossa, jonka core-bisnes on softa	100	5		4315	55000				
11/10/2024 12:36:24	Palkansaaja	En	36-40	Mies	9	Tradenomi, Tietojenkäsittely	5								Tampere	Konsulttitalossa	100	90	Senior backend developer	4500	54000		Ei		
11/10/2024 12:36:35	Palkansaaja	En	15-20	Mies	3	Ammattikoulu	25								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	67	0	Fullstack Developer	1432	17184		Ei mutta osaaikainen tällä hetkellä		
11/10/2024 12:36:36	Palkansaaja	En	26-30	Mies	7	Melkein tietotekniikan maisteri	10								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	80	Fullstack JS developer	6450	95000	Kuukausipalkka + vuosineljännes stonksit	Kyllä		
11/10/2024 12:37:03	Palkansaaja	En	26-30	mies	8	Luonnontieteiden kandidaatti, tietojenkäsittelytiede	6								Tampere	Tuotetalossa, jonka core-bisnes on softa	100	2.5	Senior Mobile Developer	5250	5250		Kyllä		
11/10/2024 12:37:30	Palkansaaja	En	26-30	Nainen	7.5	Tekniikan ylioppilas (Yliopisto TKT, ei tutkintoa otettu ulos)	0								Oulu	Konsulttitalossa	100	40	Lead developer (full-stack)	7500	96000		Kyllä		
11/10/2024 12:38:36	Palkansaaja	En	41-45		24	YAMK	20								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	10		8800			Kyllä		
11/10/2024 12:39:11	Palkansaaja	En	36-40	Mies	12	Diplomi-insinööri	7								Tampere	Tuotetalossa, jonka core-bisnes on softa	100	40	Full stack developer	5700	72000		Kyllä		
11/10/2024 12:39:23	Palkansaaja	En	26-30	Mies	9	AMK	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	0	Full-stack developer	4200	50400	Joskus saadaan optioita. Ei palkankorotuksia (ei indeksikorotusta)	Ei		Toivottavasti nämä kyselyt jatkuvat vielä monta vuotta <3
11/10/2024 12:39:45	Palkansaaja	En	41-45	Mies	3	Amk	5								Oulu	Konsulttitalossa	100	50	Software engineer	3800	47500	Ei mitään	Ei	Muutosneuvottelut päällä	
11/10/2024 12:39:52	Palkansaaja	En	26-30	M	6	AMK	5							Nordcloud		Konsulttitalossa	100	20	Software Developer	4500	54000		Kyllä		
11/10/2024 12:40:04	Laskuttaja	En	36-40	Mies	14	DI	20	11	full stack	90	162000	Itse	Suomesta												
11/10/2024 12:40:12	Palkansaaja	En	46-50	mies	23	amk	1								Oulu	Konsulttitalossa	100	50	backend developer	7800	97500		Kyllä		
11/10/2024 12:40:23	Laskuttaja	Kyllä, palkansaajasta laskuttajaksi	26-30	Mies	4	Tietotekniikan DI	7.5	0	Mobiili, full stack	65	110000	Käytän välitysfirmoja	Suomesta												
11/10/2024 12:40:56	Palkansaaja	En	31-35	Nainen	12	Maisteri, insinööri, YAMK	3								Tampere	Konsulttitalossa	100	5	Web developeriaa vastuullisempi duuni, ei esihenkilö tai tulosvastuuta	5000	65000	Ei ole	Kyllä		
11/10/2024 12:41:01	Palkansaaja	En	31-35	Mies	7	tietotekniikan insinööri (AMK)	3							ATR Soft Oy	Turku	Konsulttitalossa	100	50	Fullstack software developer, AI Expert	3600	43400		Ei		
11/10/2024 12:41:45	Palkansaaja	En	36-40	mies	17	FM (tietojenkäsittelytiede)	15								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	90	Lead Developer	8600	125000	Kuukausipalkka + optio-ohjelma	Kyllä		
11/10/2024 12:41:47	Palkansaaja	En	36-40	Mies	12	Diplomi-insinööri	25								Turku	Konsulttitalossa	100	0	Backend developer	6500	81250		Kyllä		
11/10/2024 12:42:46	Laskuttaja	En	46-50		13	Yliopistotutkinto		11	Softakehitys, koulutus	85		Itse, Käytän välitysfirmoja	Suomesta												
11/10/2024 12:43:02	Palkansaaja	En	36-40	Mies	15	Ylioppilas	0								Turku	Konsulttitalossa	100	0	Senior Software Developer	6900	167000	osinkoja	Kyllä		
11/10/2024 12:43:10	Palkansaaja	En	36-40	mies	15	yliopisto	0							Reaktor	Tampere	Konsulttitalossa	100	80	Senior Software Developer / Devops engineer	5670	71000		En osaa sanoa.		
11/10/2024 12:43:15	Palkansaaja	En	41-45	Mies	4	Amk insinööri	30							SOK	PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	40	Full stack Developer	4800	60000		Kyllä		
11/10/2024 12:43:56	Palkansaaja	En	46-50	Mies	18	Valtiotieteen maisteri	4							Reaktor	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	99	machine learning engineer	7300		93000	Kyllä		Analysoinnin kannalta kannattaisi strukturoida esim. koulutustaustakysymyksiä (koulutusaste (perus, ammatillinen, yliopisto alempi/ylempi, ...). 
11/10/2024 12:44:08	Palkansaaja	En	46-50	Mies	20	Ammattikorkeakoulu 	1								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	15	Projektipäällikkö	4515	57000		Ei		
11/10/2024 12:44:49	Palkansaaja	En	26-30	mies	4	Master's in Software Engineering and Digital Transformation	2.9								Turku	Tuotetalossa, jonka core-bisnes on softa	100	10	Flutter developer	5350	67000		Kyllä		
11/10/2024 12:45:19	Laskuttaja	En	36-40	Mies	12	Yliopisto	0	2	Scrum Master, Agile Coach, PO, Project Manager	100	157000	Itse, Käytän välitysfirmoja	Suomesta												
11/10/2024 12:46:10	Laskuttaja	En	36-40	Mies	23		0	10			325000	Itse	Ulkomailta												
11/10/2024 12:46:27	Palkansaaja	En	36-40	Mies	1	Tieto ja viestintätekniikan insinööri 	-5								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	5	Software developer 	2800			Ei		
11/10/2024 12:46:38	Palkansaaja	En	31-35	Mies	6	AMK-insinööri	2.5								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	30	Full stack developer	4317.63	54000		Ei		
11/10/2024 12:47:04	Palkansaaja	En	31-35	Mies	14	Datanomi	0							Reaktor	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	5	Software developer	6000	85000		Kyllä		
11/10/2024 12:47:04	Palkansaaja	En	31-35	Mies	12	Tietotekniikan maisteri	4								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100	20	Senior developer	7000	84000	Optioita ja stonkseja, ei erityisen merkkittävä osuus	Kyllä		
11/10/2024 12:47:19	Palkansaaja	En	41-45	nainen	4		1								Joensuu	Konsulttitalossa	80	75	full stack developer	2426	30000		Ei		
11/10/2024 12:47:25	Palkansaaja	En	41-45	M	17	LuK	3								Tampere	Konsulttitalossa	100	95		4800	68000		Kyllä		
11/10/2024 12:48:11	Laskuttaja	En	36-40	Mies	17	Filosofian maisteri, ohjelmistotekniikan linja, JYU	0.5	6	Tech lead ja devausroolia	90	160000	Käytän välitysfirmoja	Suomesta												
11/10/2024 12:48:44	Palkansaaja	En	26-30	Nainen	6	Tietojenkäsittelyn tradenomi	3								Turku	Konsulttitalossa	100	10	Frontend developer	4250	55000		Kyllä		
11/10/2024 12:48:49	Palkansaaja	En	41-45	nainen	5		0							Mehiläinen	Turku	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100	10	Frontend developer	3600	43200		Ei		
11/10/2024 12:49:01	Palkansaaja	En	26-30	mies	6	AMK	2								Tampere	Konsulttitalossa	100	100	Software developer	3896			Ei		
11/10/2024 12:50:10	Palkansaaja	En	31-35	Mies	5	Tradenomi, tietojenkäsittelyn ko	20								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	97	2	Software Developer (C# full-stack)	4150	54000		Kyllä		
11/10/2024 12:51:11	Palkansaaja	En	31-35	mies	17	Datanomi	0								Jyväskylä	Konsulttitalossa	100	5	Senior consultant / Full-stack	6000	75000	Osingot osakkaille, satunnaisia bonuksia	Kyllä		
11/10/2024 12:51:12	Palkansaaja	En	41-45	Mies	25	Tietotekniikan diplomi-insinööri	3								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	70	Software developer	7130	103000	Kompensaatio muodostuu alenevassa järjestyksessä palkasta, osingoista, ja boonuksesta	Kyllä		
11/10/2024 12:51:16	Palkansaaja	En	41-45	mies	16	Tradenomi, tietojenkäsittely	8								Tampere	Konsulttitalossa	100	45	Senior developer	5400	67500		Kyllä		
11/10/2024 12:51:18	Palkansaaja	En	31-35	Mies	12	Datanomi	0							Loihde	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	30	Senior Consultant	8400	95000		Kyllä		
11/10/2024 12:51:40	Palkansaaja	En	46-50	Mies	22	Alempi korkeakoulututkinto	3									Tuotetalossa, jonka core-bisnes on softa	100	0	Principal engineer	12000	220000		Kyllä		
11/10/2024 12:52:10	Laskuttaja	En	36-40	mies	14	ylempi amk	0	3	ohjelmointi, tuotehallinta, analytiikka, valmennus	100	167000	Itse	Suomesta												
11/10/2024 12:53:00	Palkansaaja		51-55	Mies	25	Korkeakoulu	0								Tampere	Konsulttitalossa	100	5	Johtava konsultti	7200	90000		Kyllä	Keikkoja on vähemmän tarjolla. Osa toimittajista on niin pulassa että myy hyvää osaamista polkuhintaan eikä pysty myöhemmin toimittamaan annetuilla hinnoilla. Kaikki häviävät tässä pelissä.	
11/10/2024 12:53:06	Palkansaaja		31-35	mies	10	Tekniikan kandidaatti(TTY)	1.7								Tampere	Tuotetalossa, jonka core-bisnes on softa	100	5	Senior full stack developer	6120	73440		Kyllä		
11/10/2024 12:53:33	Palkansaaja	En	31-35	Mies	8	Ammattikorkeakoulu	0							Reaktor Innovations Oyj	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	100	Full Stack Developer,	5500	66000	työlounas	En tiedä		Palkka varmaan riippuu myös spefisien teknologien osaamisesta (esim aws-kokemus ja backend kieli X)
11/10/2024 12:53:39	Palkansaaja	En	26-30	Mies	7	Tietojenkäsittelyn tradenomi	2.3							Solita	Tampere	Konsulttitalossa	100	15	Frontend developer	4135	49620		Ei		
11/10/2024 12:55:20	Palkansaaja	En	31-35	nainen	2	FM, digitaalinen kielentutkimus	14							ATR Soft	Turku	Konsulttitalossa	100	50	AI Specialist	3189			Ei		
11/10/2024 12:55:24	Palkansaaja	En	41-45	Mies	7	Diplomi-insinööri	5							Futurice	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	80	0	Full stack developer, kaikkea frontin ja bäkin välillä, myös AWS ja CI/CD-hommat.	4400	56000	Vuosituloissa bonus, jonka määrä ollut aika vähäinen. 	Kyllä		
11/10/2024 12:55:35	Palkansaaja	En	26-30	M	6	Kandidaatin tutkinto, Tietojenkäsittelytiede	4								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100	15	Koodari	5600	70000		Kyllä		
